scenario,pool,replicate,source,variant,candidate,graph,reliable,best_order,node,branch,component,mean,lower,upper,t0,t1,young,old,harmonic,arithmetic
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,c,,IBD,12809.747845413365,11824.591836475132,13742.613123895826,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,c.1,,IBD,15809.843206334479,15234.750153465462,16905.15912603351,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,c.2,,IBD,22737.783187710786,21434.990022783037,24998.359217201632,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,n1,,IBD,22578.12144889993,21369.250130823813,25220.366459207256,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,n2,,IBD,17395.668431896745,16890.403921141726,18278.741880584308,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,root,,IBD,14713.992956303633,14334.357232394765,14939.536363928733,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,a,,SNP,6207.521565498018,6037.576288189112,6462.092782977535,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,b,,SNP,423129.0866171996,222480.0058245749,543633.3852804928,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,c,,SNP,6235.14768658749,5961.325105726297,7739.654220567611,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,c.1,,SNP,6965.384680779038,6641.44693710742,6980.66636726988,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,c.2,,SNP,208493.71265019543,125962.99217464183,279966.2559111205,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,n1,,SNP,184954.54493843974,139927.50098672148,249951.528524303,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,n2,,SNP,57769.10235400196,55963.367055655355,65217.84497097467,,,,,,
growth,0,9,hapibd,poisson_separate,g19_o1,19,False,True,root,,SNP,17026.416934763045,16800.865925139868,17299.101934131704,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,a,,IBD,71489.98759445408,62288.061904981056,82681.63713592455,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,b,,IBD,19169.774872753133,17095.946602639226,20772.09647446499,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,c,,IBD,14348.146623621036,13921.592038419052,15757.01338338889,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,a.1,,IBD,37895.48622384123,35250.046966034104,39337.07685613136,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,a.2,,IBD,10560.737055687468,9525.206291031998,11139.280143426364,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,n1,,IBD,25542.673908225683,23799.598937928055,26641.17780086425,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,n2,,IBD,24619.51934257413,22814.717766027556,25510.40577296723,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,root,,IBD,35843.1838814912,34303.761993634624,37186.17842719759,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,a,,SNP,7237.943489707684,6840.399476164156,7706.597248142689,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,b,,SNP,364405.8365850111,301858.1195103297,482609.7047769237,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,c,,SNP,2633.061370088197,2547.578072508543,2653.1409759656563,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,a.1,,SNP,15002.84159923791,13176.862798166912,16437.63745223325,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,a.2,,SNP,11745.137663103229,11245.731404446742,11993.432250535718,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,n1,,SNP,17776.957738650213,17273.686483378013,18430.05367198775,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,n2,,SNP,17597.27065766757,16966.988155942694,18168.221426308963,,,,,,
growth,0,9,hapibd,poisson_separate,g08_o1,8,False,True,root,,SNP,15882.057850002684,15583.49135766687,16174.42201122628,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,a,,IBD,73849.83590125862,51090.346570217065,76733.87804870655,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,b,,IBD,19374.723992462765,18600.262781292506,19471.200950769326,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,c,,IBD,12627.325664925607,11851.71392355955,15372.99305551097,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,c.1,,IBD,14165.400100740953,14026.166891612562,15059.864830591723,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,c.2,,IBD,10798.44898931407,10115.986695425008,10845.2124753248,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,n1,,IBD,11126.616660284864,10596.98925294004,11168.693319112686,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,n2,,IBD,29868.739605342875,29072.673911580172,29999.55246183125,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,root,,IBD,30030.06481722486,28493.523298009914,30235.103850952637,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,a,,SNP,6545.089854177904,6507.124747548241,7003.421871848778,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,b,,SNP,380133.34617091797,360126.5966898568,538114.2324810188,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,c,,SNP,2291.890051851743,2257.034461391122,2294.7384115416303,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,c.1,,SNP,2728.537851972145,2630.4439202973304,2737.9940010042305,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,c.2,,SNP,11205.806293533265,9815.289673907746,11441.692209180466,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,n1,,SNP,10683.75011069653,10623.067352214719,11188.994902504332,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,n2,,SNP,18564.39505792411,18351.756694310527,19112.545106423255,,,,,,
growth,0,9,hapibd,poisson_separate,g18_o1,18,False,True,root,,SNP,19303.139324468284,19055.585487023567,19727.450473532565,,,,,,
