scenario,pool,replicate,source,variant,candidate,graph,reliable,best_order,node,branch,component,mean,lower,upper,t0,t1,young,old,harmonic,arithmetic
growth,0,6,true,poisson_shared,g20_o1,20,False,True,n2,,shared,3505.565314947466,3198.8226700095693,3699.792767821347,,,,,,
growth,0,6,true,poisson_shared,g20_o1,20,False,True,root,,shared,3777.993190188342,3374.399775888746,4044.390337908377,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,a,,shared,25955.657989992043,25596.056706452375,28431.124734133784,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,b,,shared,55234.92852830473,50241.314476623455,56849.447587578186,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,c,,shared,6739.676360853218,6712.415660812614,6972.522855356575,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,n1,,shared,1376.9446746770957,1219.292445195434,1490.6738029475903,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,a.1,,shared,5605.29223870168,4607.457076329296,6088.60691147231,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,a.2,,shared,953.5319571119406,809.1632980239592,983.7079757908758,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,n2,,shared,826.1501058097227,700.1372073126134,861.2262915243194,,,,,,
growth,0,6,true,poisson_shared,g08_o2,8,False,True,root,,shared,7289.520629382501,6478.936566694333,7714.835271825636,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,a,,shared,28673.56504188654,26293.93594008907,31086.79968641238,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,b,,shared,20924.618661696422,18495.192104335885,22870.474196738516,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,c,,shared,20544.988589371518,18477.63639124618,22057.893068646743,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,b.1,,shared,204867.0282903854,176351.88603988432,235120.8182440389,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,b.2,,shared,11259.670613228243,8785.60688548099,16014.86157279357,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,n1,,shared,646.3486213014435,601.4885400920253,691.5324073268919,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,n2,,shared,2060.9854896932675,1960.2612906568984,2183.304760554688,,,,,,
growth,0,6,true,poisson_shared,g14_o1,14,False,True,root,,shared,1801.07323622109,1723.0421316409295,1907.1566374659883,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,a,,IBD,22881.98000639176,20745.255912361787,25195.05965333729,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,b,,IBD,19600.35085839269,17610.93175841949,20669.221098189653,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,c,,IBD,14860.448040227579,13405.399074772085,16586.12433301509,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,n1,,IBD,22850.70544284869,21364.47487877272,24020.213303140503,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,root,,IBD,22897.247009406106,21526.19038697001,24038.81943093287,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,a,,SNP,8548.556769189387,8121.059547739119,8982.279125476489,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,b,,SNP,695021.6226771525,359398.74192095624,1263779.8904197125,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,c,,SNP,2748.1617425352133,2668.866326017282,2877.237429763304,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,n1,,SNP,19519.478836660615,18311.10126338463,20607.503655969118,,,,,,
growth,0,6,true,poisson_separate,g03_o1,3,False,True,root,,SNP,18708.549049966878,17955.095718686145,19343.35700773459,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,a,,IBD,23439.71621267256,22270.204714401236,24928.587673472957,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,b,,IBD,21194.795255779532,17434.035717668878,23512.26666692785,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,c,,IBD,14240.789784356533,13801.806940410908,15435.50902994822,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,b.1,,IBD,26785.591071249903,23693.402943813548,28723.29953121841,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,b.2,,IBD,18829.664815506985,18016.26105627206,19654.55764846191,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,n1,,IBD,21120.870368663283,19754.776511939235,21852.36847995441,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,n2,,IBD,20973.72458493313,19628.68433274065,21810.517152934463,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,root,,IBD,26947.49732588483,25116.336395178343,27936.55315599758,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,a,,SNP,8962.813783939824,8127.690557505766,9309.459271261707,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,b,,SNP,716655.3837494547,359257.0638449988,902031.4747262255,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,c,,SNP,2769.3236438257923,2676.851635795783,2845.943386916093,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,b.1,,SNP,17980.83807152367,9458.104183461757,28850.619971620676,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,b.2,,SNP,632630.4226483682,383730.19056424795,783305.267971834,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,n1,,SNP,25043.782890222144,22360.728645416744,26177.42695919083,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,n2,,SNP,24411.719012531747,22201.615593875704,25425.28894354271,,,,,,
growth,0,6,true,poisson_separate,g13_o1,13,False,True,root,,SNP,18489.14138628924,17826.911863308615,19013.436496112816,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,a,,IBD,51932.59563142606,38654.31708381106,66782.34570192087,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,b,,IBD,19112.42497756974,17162.821998574535,21850.352127673676,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,c,,IBD,14871.325558345274,14304.765043519277,15820.08631768893,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,a.1,,IBD,33810.55586452696,31265.275794380967,36960.75783248067,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,a.2,,IBD,11197.712015067043,9308.895613454639,12478.003400238314,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,n1,,IBD,20804.679711954675,19893.057604720307,22226.56395349521,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,n2,,IBD,20402.655300683848,19637.281372539564,21594.84173907758,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,root,,IBD,31904.403660855573,30633.784105251038,34789.383672444186,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,a,,SNP,6354.8354245780765,6139.957274733899,6940.606932825028,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,b,,SNP,657697.8569490511,468367.1818051266,942717.6883962544,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,c,,SNP,2716.0265419109487,2648.5394767719963,2815.822760337551,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,a.1,,SNP,19080.270579765103,14857.721645334856,21687.939186788597,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,a.2,,SNP,12244.56753079644,11858.732614007638,13456.754270677953,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,n1,,SNP,23427.930625938385,21336.359901532658,25352.96901954511,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,n2,,SNP,24241.03621797915,22121.395572468395,26297.53711610738,,,,,,
growth,0,6,true,poisson_separate,g07_o1,7,False,True,root,,SNP,19131.65470934675,18066.634457913726,20338.560989445763,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,a,,IBD,32484.014278294817,27256.981508758916,33246.10768450222,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,b,,IBD,21642.781073127815,21131.63755632224,22134.90892051115,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,c,,IBD,16091.680792474934,14283.271931221352,16484.668235038087,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,c.1,,IBD,14568.698688169194,14090.510988794404,15629.833684629342,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,c.2,,IBD,15786.599571524617,14942.079888828146,16034.30713849028,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,n1,,IBD,15603.328479573927,14636.535255892391,16066.468634171006,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,n2,,IBD,15333.656602268476,14514.500184318458,15702.52029175319,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,root,,IBD,14489.051752419711,14283.324494757537,15524.236568221799,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,a,,SNP,5842.747942327539,5511.379314268296,6297.89346386487,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,b,,SNP,482694.0060420878,377206.41521146416,538227.2492022573,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,c,,SNP,6975.341224271454,6606.300141110628,7118.5243471546055,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,c.1,,SNP,7305.990181564655,6945.1021170248405,7391.976741692083,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,c.2,,SNP,34498.494421316675,33358.913432870395,40083.12125307174,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,n1,,SNP,39520.78823252849,36162.625552473306,40768.97296995981,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,n2,,SNP,42087.34050355181,39412.32736661831,43049.95078402935,,,,,,
growth,0,6,true,poisson_separate,g17_o1,17,False,True,root,,SNP,15987.226973786639,15911.113655805058,16391.89830150371,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,a,,IBD,60330.29733301582,50298.797372252535,65697.1339030522,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,b,,IBD,19016.339564704638,17883.71734282533,20513.043692437965,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,c,,IBD,14051.350606418833,13548.490398911503,15698.920289626538,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,a.1,,IBD,9577.854398067624,9015.828778271667,10625.340639964557,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,a.2,,IBD,23989.687244584795,23113.27726922897,26342.813705063512,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,n1,,IBD,23111.669218255996,22551.29517210797,24955.237572815804,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,n2,,IBD,24366.63499478861,24116.602689523173,25462.328243620665,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,root,,IBD,23937.649184122976,23596.12867900562,24920.03045495255,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,a,,SNP,6556.210903625177,6262.602075826024,6856.554337617311,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,b,,SNP,838848.1770714832,539897.7043024348,1267754.5248443594,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,c,,SNP,2558.7643387180137,2478.3659844690164,2617.746075139061,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,a.1,,SNP,11789.741722756728,10466.381465287506,11873.457767851834,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,a.2,,SNP,19312.09331149892,17539.736090077124,19694.028349903012,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,n1,,SNP,19664.961041340233,19203.71341541161,20283.585766944438,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,n2,,SNP,22378.340110024543,21607.837141270076,22748.70093756034,,,,,,
growth,0,6,true,poisson_separate,g06_o1,6,False,True,root,,SNP,22977.592397433884,22156.833527858595,23372.014060494996,,,,,,
growth,0,6,true,poisson_separate,g22_o1,22,False,True,a,a,IBD,38832.93045712754,34556.87814217647,43344.31862947614,0,50,150000.0,15000.000000000004,38376.41397765426,58629.761532959434
growth,0,6,true,poisson_separate,g22_o1,22,False,True,b,b,IBD,17162.05585228413,13940.7159039255,20700.617959960306,0,10,60000.0,15000.0,27725.886112315693,32460.63971965263
growth,0,6,true,poisson_separate,g22_o1,22,False,True,c,c,IBD,15615.00604183029,15460.342646412371,16251.16547089321,0,100,15000.0,15000.0,15000.000000000005,15000.000000000005
growth,0,6,true,poisson_separate,g22_o1,22,False,True,loop1,loop1,IBD,15577.360403290759,10854.178093823588,19331.31728178549,10,25,15000.0,15000.0,15000.0,15000.000000000004
growth,0,6,true,poisson_separate,g22_o1,22,False,True,loop2,loop2,IBD,18861.45823502504,13009.731002206356,22538.13813268269,10,25,5000.0,5000.0,5000.0,5000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,anc_b,anc_b,IBD,14790.109296278559,12679.035949663597,15455.199548842687,25,30,15000.0,15000.0,15000.000000000004,15000.000000000005
growth,0,6,true,poisson_separate,g22_o1,22,False,True,b.1,b.1,IBD,11357.891866638784,9404.325243510204,13223.477765561724,30,50,15000.0,15000.0,14999.999999999998,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,b.2,b.2,IBD,14878.160663490362,11925.550179218038,18928.465724744525,30,100,5000.0,5000.0,5000.000000000001,5000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,left,left,IBD,11559.46179499883,10628.924321797234,12064.763865953251,50,300,15000.0,15000.0,14999.999999999996,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,right,right,IBD,11621.188909053219,11003.44693086232,12201.568654024552,100,300,15000.0,15000.0,15000.000000000004,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,root,root,IBD,14867.440453411713,13806.32922500363,15181.371277050765,300,,15000.0,15000.0,15000.0,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,a,a,SNP,22591.14802788975,19359.77862014886,24313.98257969906,0,50,150000.0,15000.000000000004,38376.41397765426,58629.761532959434
growth,0,6,true,poisson_separate,g22_o1,22,False,True,b,b,SNP,16253.43168223214,15543.06705979032,18335.236729711472,0,10,60000.0,15000.0,27725.886112315693,32460.63971965263
growth,0,6,true,poisson_separate,g22_o1,22,False,True,c,c,SNP,9434.572963622753,8440.664727535765,9704.550849624706,0,100,15000.0,15000.0,15000.000000000005,15000.000000000005
growth,0,6,true,poisson_separate,g22_o1,22,False,True,loop1,loop1,SNP,16526.763091316676,15595.774297310472,17867.70138985414,10,25,15000.0,15000.0,15000.0,15000.000000000004
growth,0,6,true,poisson_separate,g22_o1,22,False,True,loop2,loop2,SNP,15987.87350792462,15089.813185931956,18657.245145290246,10,25,5000.0,5000.0,5000.0,5000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,anc_b,anc_b,SNP,16122.746892154475,15034.176326939385,18282.290755909657,25,30,15000.0,15000.0,15000.000000000004,15000.000000000005
growth,0,6,true,poisson_separate,g22_o1,22,False,True,b.1,b.1,SNP,19767.414217744576,18551.853548738036,22800.246940621764,30,50,15000.0,15000.0,14999.999999999998,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,b.2,b.2,SNP,11615.087852692788,10197.273943226452,12501.150570889184,30,100,5000.0,5000.0,5000.000000000001,5000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,left,left,SNP,20098.773268018802,19336.488217101327,23494.176539142103,50,300,15000.0,15000.0,14999.999999999996,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,right,right,SNP,12666.909723819563,11289.932628840254,13358.810282971963,100,300,15000.0,15000.0,15000.000000000004,15000.0
growth,0,6,true,poisson_separate,g22_o1,22,False,True,root,root,SNP,15708.80387968944,14347.074721713656,16631.88313605372,300,,15000.0,15000.0,15000.0,15000.0
growth,0,6,true,poisson_separate,g16_o1,16,False,True,a,,IBD,29741.239327793624,26957.31454159143,33051.91438299257,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,b,,IBD,21303.847171822716,19548.10793121444,25929.384354811238,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,c,,IBD,14986.015364550569,12308.611109880014,16098.115029798075,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,c.1,,IBD,17796.3390436734,11165.249476597937,27734.25779281788,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,c.2,,IBD,11453.163933768705,10024.31737969079,12272.395173764913,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,n1,,IBD,15621.556279021128,14916.661969400606,16770.61969056653,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,n2,,IBD,15647.689315661743,14373.986983362563,16348.416604896602,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,root,,IBD,16261.156407676941,14230.138770766209,17012.099848814996,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,a,,SNP,6163.892741975995,5760.24050847508,6692.090442084017,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,b,,SNP,547730.2664448709,273465.5952229018,730770.8118312093,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,c,,SNP,5310.436752645285,4708.04022174309,5674.269753254722,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,c.1,,SNP,14848.900858917965,9270.600594361546,18126.15248423952,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,c.2,,SNP,4645.791771415592,4361.754567939319,4973.316922027417,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,n1,,SNP,40106.347495030815,35445.58746686487,45797.89065858919,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,n2,,SNP,15163.203005251313,14569.010636193418,16266.367862928264,,,,,,
growth,0,6,true,poisson_separate,g16_o1,16,False,True,root,,SNP,14646.118886464901,14153.442005142413,15847.835794679404,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,a,,IBD,23603.153668161147,23611.979223087903,23612.64257080286,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,b,,IBD,20329.904880185757,20353.46294612264,20353.794227643393,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,c,,IBD,15685.201291267385,15713.649260482187,15714.985863572574,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,n1,,IBD,24098.727634461873,23940.194842339788,24141.09503495195,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,root,,IBD,23468.031385255763,23495.183766378806,23495.76264538728,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,a,,SNP,7916.283884838324,7905.172889222286,7905.208189237316,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,b,,SNP,718324.8008418008,717831.7297543016,717853.3181885302,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,c,,SNP,2705.9205232543386,2704.0530954639758,2704.148537504285,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,n1,,SNP,21548.506436611693,21494.539867444204,21495.344458427524,,,,,,
growth,0,6,true,poisson_separate,g02_o1,2,False,True,root,,SNP,23165.02551503148,23132.745537489962,23134.506205517573,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,a,,IBD,23579.46410553197,20638.637675063586,25098.01929069194,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,b,,IBD,21187.020371898878,18429.258171414058,23458.43937158773,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,c,,IBD,14747.54452505096,14288.732094421019,15654.743696933398,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,b.1,,IBD,24541.265504694573,22008.380724843282,25455.7855215598,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,b.2,,IBD,19362.26634463442,17326.75700017046,21490.504285940562,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,n1,,IBD,22659.903222041365,20595.339092291473,23761.420379555937,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,n2,,IBD,22608.041413956675,20527.0998079352,23490.90984429024,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,root,,IBD,23300.72862027949,21446.825982460436,24095.48408797268,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,a,,SNP,8320.731711761897,7688.9435251346,8975.228127452925,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,b,,SNP,672658.2322315187,420528.17944668164,770657.1802157253,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,c,,SNP,2732.0780201733614,2687.968121711531,2846.5946193264454,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,b.1,,SNP,48034.15070952971,13834.549285675987,58512.8356224844,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,b.2,,SNP,682907.2801287582,476697.4408213807,771202.4299922507,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,n1,,SNP,26183.064800882614,24956.93033002838,31990.26332347658,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,n2,,SNP,27028.793850262442,25619.253675743323,33202.41914855075,,,,,,
growth,0,6,true,poisson_separate,g12_o1,12,False,True,root,,SNP,23847.57475617818,22014.574805074943,25107.156001569183,,,,,,
growth,0,6,true,poisson_separate,g15_o2,15,False,False,a,a,IBD,34101.09082259228,33428.18451806417,39357.76803180255,0,50,150000.0,15000.000000000004,38376.41397765426,58629.761532959434
growth,0,6,true,poisson_separate,g15_o2,15,False,False,b,b,IBD,21059.560544836473,18766.19025162224,21468.895613588924,0,30,60000.0,15000.0,20775.52266426098,23320.21843868784
growth,0,6,true,poisson_separate,g15_o2,15,False,False,c,c,IBD,13102.287377331846,12590.794919330787,14341.708013544043,0,100,15000.0,15000.0,15000.000000000005,15000.000000000005
growth,0,6,true,poisson_separate,g15_o2,15,False,False,b.1,b.1,IBD,14944.624731940927,14088.63827924339,15985.247187437739,30,50,15000.0,15000.0,14999.999999999998,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,b.2,b.2,IBD,28125.08354556373,24546.218128366527,33302.53892094129,30,100,5000.0,5000.0,5000.000000000001,5000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,n2,right,IBD,26556.853958994223,24246.828569544068,31076.187535888355,100,300,15000.0,15000.0,15000.000000000004,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,n1,left,IBD,10425.772495861938,10220.119566322615,11433.799150296863,50,300,15000.0,15000.0,14999.999999999996,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,root,root,IBD,15292.395667694504,15118.789994854094,16110.623154009818,300,,15000.0,15000.0,15000.0,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,a,a,SNP,14046.55013212988,12504.127829403787,14981.28854829282,0,50,150000.0,15000.000000000004,38376.41397765426,58629.761532959434
growth,0,6,true,poisson_separate,g15_o2,15,False,False,b,b,SNP,18816.898262249775,17711.053496995082,21710.86819550755,0,30,60000.0,15000.0,20775.52266426098,23320.21843868784
growth,0,6,true,poisson_separate,g15_o2,15,False,False,c,c,SNP,18776.301093920716,17146.887127144364,20792.313979592527,0,100,15000.0,15000.0,15000.000000000005,15000.000000000005
growth,0,6,true,poisson_separate,g15_o2,15,False,False,b.1,b.1,SNP,18684.65069668716,16081.031781840835,21846.49947405228,30,50,15000.0,15000.0,14999.999999999998,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,b.2,b.2,SNP,19331.60531635737,17176.777768677828,20087.690662192665,30,100,5000.0,5000.0,5000.000000000001,5000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,n2,right,SNP,18040.433655210432,16618.258551238883,19445.28540002627,100,300,15000.0,15000.0,15000.000000000004,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,n1,left,SNP,16992.895326167225,15585.77321655859,17292.491192442696,50,300,15000.0,15000.0,14999.999999999996,15000.0
growth,0,6,true,poisson_separate,g15_o2,15,False,False,root,root,SNP,16444.36112023622,15869.922904376519,16915.1644132997,300,,15000.0,15000.0,15000.0,15000.0
growth,0,6,true,poisson_separate,g21_o2,21,False,True,a,,IBD,22917.18802154943,20535.944390397253,24901.576369232756,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,b,,IBD,20846.229588857033,19258.169587415792,23039.311853105108,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,c,,IBD,14130.603019634966,13828.936330757842,15835.569695449996,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,c.1,,IBD,21627.80411779158,21168.851962653764,21930.347106162713,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,c.2,,IBD,22409.96638278629,21946.149355706253,24060.20415212686,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,n2,,IBD,22223.736810315524,21960.19239064205,22571.04086776261,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,n1,,IBD,22054.55443109536,21638.230355048476,22527.846689065063,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,root,,IBD,22041.517927625406,21757.571978018907,22533.637673471974,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,a,,SNP,8104.608165371661,7850.5424758404915,9228.479046181697,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,b,,SNP,635676.6283314845,512542.15091589285,705983.0268814437,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,c,,SNP,2578.9963948038476,2518.774456184,2710.987389725157,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,c.1,,SNP,25113.678339773032,23482.502785924822,26796.751100051642,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,c.2,,SNP,33118.94791281374,27185.243080190477,36456.84646484868,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,n2,,SNP,34089.913311624965,30928.210117263876,38578.06315623415,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,n1,,SNP,28601.660429510895,26127.3734820366,31846.575617473703,,,,,,
growth,0,6,true,poisson_separate,g21_o2,21,False,True,root,,SNP,29680.153592869632,26890.129309299144,32799.015182272546,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,a,,IBD,48576.720314063125,38015.27737191494,72178.4671293299,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,b,,IBD,22789.26967273913,19719.840624381257,27826.77515323937,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,c,,IBD,16155.665551412649,14363.127606579417,17118.22427866101,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,a.1,,IBD,15560.07830930685,14213.970592127953,17205.20789285902,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,a.2,,IBD,17973.82988800709,15539.393866745433,19081.28954362799,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,n1,,IBD,15522.985399413708,14626.868843893611,16469.07661592967,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,n2,,IBD,17308.24776887222,14835.199304340036,18548.426403652073,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,root,,IBD,17291.45325992755,16289.88969750782,18145.614172177764,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,a,,SNP,4597.477204583991,4465.134571141829,4714.445804085774,,,,,,
growth,0,6,true,poisson_separate,g09_o1,9,False,True,b,,SNP,545441.0720346861,316731.76194298564,794098.8021431061,,,,,,
