scenario,pool,replicate,source,variant,search,rank,graph,newick,best_order,reliable,logz,elbo
growth,0,8,hapibd,poisson_separate,loop_omitted,17,21,"((a,c.1),(b,c.2))",g21_o2,False,-604.8286041080105,-684.976555779951
growth,0,8,hapibd,poisson_separate,loop_omitted,18,14,"(((b.1,c),b.2),a)",g14_o1,False,-611.9792624169235,-688.8106003882489
growth,0,8,hapibd,poisson_separate,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-611.4328579692989,-844.5747723097141
growth,0,8,hapibd,poisson_separate,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o2,False,-618.3773368241655,-911.124034259389
growth,0,8,hapibd,poisson_separate,loop_omitted,21,20,"(((b,c.1),c.2),a)",g20_o1,False,-613.2437295711263,-2719.9909151463416
growth,0,8,hapibd,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o2,False,-248.33514435196307,-279.5331643001368
growth,0,8,hapibd,poisson_separate,including_loop,2,15,"((a,b.1),(b.2,c))",g15_o2,False,-232.47605819664528,-289.8202055138229
growth,0,8,hapibd,poisson_separate,including_loop,3,10,"(((a,b.1),b.2),c)",g10_o1,False,-243.96835476238263,-296.08310982137476
growth,0,8,hapibd,poisson_separate,including_loop,4,11,"(((a,b.1),c),b.2)",g11_o1,False,-246.68858283052853,-316.39486122022345
growth,0,8,hapibd,poisson_separate,including_loop,5,9,"((a.1,b),(a.2,c))",g09_o2,False,-275.4073023036765,-320.95938871665726
growth,0,8,hapibd,poisson_separate,including_loop,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-270.60567974947605,-327.1529058351424
growth,0,8,hapibd,poisson_separate,including_loop,7,17,"(((a,c.1),b),c.2)",g17_o1,False,-285.2703186968687,-364.43247003510675
growth,0,8,hapibd,poisson_separate,including_loop,8,1,"((a,b),c)",g01_o1,False,-258.2533123059787,-379.61017307200245
growth,0,8,hapibd,poisson_separate,including_loop,9,16,"(((a,b),c.1),c.2)",g16_o1,False,-283.23758776880334,-387.7465600042627
growth,0,8,hapibd,poisson_separate,including_loop,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-276.55288550685594,-397.2094680235169
growth,0,8,hapibd,poisson_separate,including_loop,11,5,"(((a.1,b),c),a.2)",g05_o1,False,-271.15563078659954,-440.2609746510111
growth,0,8,hapibd,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-588.7011221447827,-611.4295881631633
growth,0,8,hapibd,poisson_separate,including_loop,13,2,"((a,c),b)",g02_o1,False,-591.6601371933215,-632.2934743819641
growth,0,8,hapibd,poisson_separate,including_loop,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-607.0714370442023,-643.3039234379196
growth,0,8,hapibd,poisson_separate,including_loop,15,13,"(((b.1,c),a),b.2)",g13_o1,False,-613.0318348271657,-659.4020966083124
growth,0,8,hapibd,poisson_separate,including_loop,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-600.4373752593024,-667.5836273995887
growth,0,8,hapibd,poisson_separate,including_loop,17,18,"(((a,c.1),c.2),b)",g18_o1,False,-607.6433965024729,-675.9223435280289
growth,0,8,hapibd,poisson_separate,including_loop,18,21,"((a,c.1),(b,c.2))",g21_o2,False,-604.8286041080105,-684.976555779951
growth,0,8,hapibd,poisson_separate,including_loop,19,14,"(((b.1,c),b.2),a)",g14_o1,False,-611.9792624169235,-688.8106003882489
growth,0,8,hapibd,poisson_separate,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-611.4328579692989,-844.5747723097141
growth,0,8,hapibd,poisson_separate,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o2,False,-618.3773368241655,-911.124034259389
growth,0,8,hapibd,poisson_separate,including_loop,22,20,"(((b,c.1),c.2),a)",g20_o1,False,-613.2437295711263,-2719.9909151463416
growth,0,9,true,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-206.52804268288966,-222.37991660874528
growth,0,9,true,poisson_shared,loop_omitted,2,11,"(((a,b.1),c),b.2)",g11_o1,False,-235.64076763957223,-259.01136588804604
growth,0,9,true,poisson_shared,loop_omitted,3,5,"(((a.1,b),c),a.2)",g05_o1,False,-312.75510635201874,-385.0638115131218
growth,0,9,true,poisson_shared,loop_omitted,4,4,"(((a.1,b),a.2),c)",g04_o1,False,-309.7637574173923,-386.9986886246197
growth,0,9,true,poisson_shared,loop_omitted,5,9,"((a.1,b),(a.2,c))",g09_o1,False,-323.82212030307335,-395.9275578040733
growth,0,9,true,poisson_shared,loop_omitted,6,17,"(((a,c.1),b),c.2)",g17_o1,False,-403.98051202510607,-431.2283335371713
growth,0,9,true,poisson_shared,loop_omitted,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-451.6099935466654,-466.4543119406512
growth,0,9,true,poisson_shared,loop_omitted,8,16,"(((a,b),c.1),c.2)",g16_o2,False,-448.7459515387511,-471.1972595525023
growth,0,9,true,poisson_shared,loop_omitted,9,10,"(((a,b.1),b.2),c)",g10_o1,False,-231.46483937455224,-720.8513859697459
growth,0,9,true,poisson_shared,loop_omitted,10,1,"((a,b),c)",g01_o1,False,-441.4296702136096,-808.8135699609445
growth,0,9,true,poisson_shared,loop_omitted,11,14,"(((b.1,c),b.2),a)",g14_o1,False,-774.899190387048,-863.0893460758593
growth,0,9,true,poisson_shared,loop_omitted,12,13,"(((b.1,c),a),b.2)",g13_o1,False,-774.9793385205955,-867.9874073864091
growth,0,9,true,poisson_shared,loop_omitted,13,18,"(((a,c.1),c.2),b)",g18_o1,False,-764.3091102943833,-884.5774681277958
growth,0,9,true,poisson_shared,loop_omitted,14,20,"(((b,c.1),c.2),a)",g20_o1,False,-806.8833142709851,-898.4613849431652
growth,0,9,true,poisson_shared,loop_omitted,15,21,"((a,c.1),(b,c.2))",g21_o1,False,-873.187327073255,-915.6873752431453
growth,0,9,true,poisson_shared,loop_omitted,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-879.9071712558788,-923.5948701860926
growth,0,9,true,poisson_shared,loop_omitted,17,7,"(((a.1,c),b),a.2)",g07_o1,False,-862.2461027148026,-926.7499829820432
growth,0,9,true,poisson_shared,loop_omitted,18,12,"(((a,c),b.1),b.2)",g12_o1,False,-1149.4747319776689,-1232.5900520842263
growth,0,9,true,poisson_shared,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-1199.674770127883,-1244.6527166357357
growth,0,9,true,poisson_shared,loop_omitted,20,2,"((a,c),b)",g02_o1,False,-1243.0968806581266,-1248.5854642087795
growth,0,9,true,poisson_shared,loop_omitted,21,3,"((b,c),a)",g03_o1,False,-1197.7745540850785,-1312.6451685233483
growth,0,9,true,poisson_shared,including_loop,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-206.52804268288966,-222.37991660874528
growth,0,9,true,poisson_shared,including_loop,2,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-217.2319529819882,-240.99363988184206
growth,0,9,true,poisson_shared,including_loop,3,11,"(((a,b.1),c),b.2)",g11_o1,False,-235.64076763957223,-259.01136588804604
growth,0,9,true,poisson_shared,including_loop,4,5,"(((a.1,b),c),a.2)",g05_o1,False,-312.75510635201874,-385.0638115131218
growth,0,9,true,poisson_shared,including_loop,5,4,"(((a.1,b),a.2),c)",g04_o1,False,-309.7637574173923,-386.9986886246197
growth,0,9,true,poisson_shared,including_loop,6,9,"((a.1,b),(a.2,c))",g09_o1,False,-323.82212030307335,-395.9275578040733
growth,0,9,true,poisson_shared,including_loop,7,17,"(((a,c.1),b),c.2)",g17_o1,False,-403.98051202510607,-431.2283335371713
growth,0,9,true,poisson_shared,including_loop,8,19,"(((b,c.1),a),c.2)",g19_o1,False,-451.6099935466654,-466.4543119406512
growth,0,9,true,poisson_shared,including_loop,9,16,"(((a,b),c.1),c.2)",g16_o2,False,-448.7459515387511,-471.1972595525023
growth,0,9,true,poisson_shared,including_loop,10,10,"(((a,b.1),b.2),c)",g10_o1,False,-231.46483937455224,-720.8513859697459
growth,0,9,true,poisson_shared,including_loop,11,1,"((a,b),c)",g01_o1,False,-441.4296702136096,-808.8135699609445
growth,0,9,true,poisson_shared,including_loop,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-774.899190387048,-863.0893460758593
growth,0,9,true,poisson_shared,including_loop,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-774.9793385205955,-867.9874073864091
growth,0,9,true,poisson_shared,including_loop,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-764.3091102943833,-884.5774681277958
growth,0,9,true,poisson_shared,including_loop,15,20,"(((b,c.1),c.2),a)",g20_o1,False,-806.8833142709851,-898.4613849431652
growth,0,9,true,poisson_shared,including_loop,16,21,"((a,c.1),(b,c.2))",g21_o1,False,-873.187327073255,-915.6873752431453
growth,0,9,true,poisson_shared,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-879.9071712558788,-923.5948701860926
growth,0,9,true,poisson_shared,including_loop,18,7,"(((a.1,c),b),a.2)",g07_o1,False,-862.2461027148026,-926.7499829820432
growth,0,9,true,poisson_shared,including_loop,19,12,"(((a,c),b.1),b.2)",g12_o1,False,-1149.4747319776689,-1232.5900520842263
growth,0,9,true,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-1199.674770127883,-1244.6527166357357
growth,0,9,true,poisson_shared,including_loop,21,2,"((a,c),b)",g02_o1,False,-1243.0968806581266,-1248.5854642087795
growth,0,9,true,poisson_shared,including_loop,22,3,"((b,c),a)",g03_o1,False,-1197.7745540850785,-1312.6451685233483
growth,0,9,true,poisson_separate,loop_omitted,1,10,"(((a,b.1),b.2),c)",g10_o1,False,-235.09791058482082,-282.3095473991424
growth,0,9,true,poisson_separate,loop_omitted,2,11,"(((a,b.1),c),b.2)",g11_o1,False,-240.61793302631415,-287.50925399222945
growth,0,9,true,poisson_separate,loop_omitted,3,15,"((a,b.1),(b.2,c))",g15_o2,False,-228.6780439289792,-287.9227993115451
growth,0,9,true,poisson_separate,loop_omitted,4,17,"(((a,c.1),b),c.2)",g17_o1,False,-269.4224187367777,-329.87674548301067
growth,0,9,true,poisson_separate,loop_omitted,5,9,"((a.1,b),(a.2,c))",g09_o2,False,-269.5118145614346,-357.4409624745979
growth,0,9,true,poisson_separate,loop_omitted,6,1,"((a,b),c)",g01_o1,False,-255.104442365678,-380.5963732915577
growth,0,9,true,poisson_separate,loop_omitted,7,16,"(((a,b),c.1),c.2)",g16_o2,False,-276.2091019408869,-400.9274451381859
growth,0,9,true,poisson_separate,loop_omitted,8,4,"(((a.1,b),a.2),c)",g04_o1,False,-269.19127648682786,-402.70029647126313
growth,0,9,true,poisson_separate,loop_omitted,9,19,"(((b,c.1),a),c.2)",g19_o1,False,-270.03253107806296,-416.72327021268626
growth,0,9,true,poisson_separate,loop_omitted,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-269.81993731329675,-424.4699491739405
growth,0,9,true,poisson_separate,loop_omitted,11,3,"((b,c),a)",g03_o1,False,-585.6494772537737,-608.0334279364662
growth,0,9,true,poisson_separate,loop_omitted,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-608.0258849516355,-653.7842714408686
growth,0,9,true,poisson_separate,loop_omitted,13,7,"(((a.1,c),b),a.2)",g07_o1,False,-607.2692227033781,-660.1243891115786
growth,0,9,true,poisson_separate,loop_omitted,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-601.0999874668602,-670.9842751498779
growth,0,9,true,poisson_separate,loop_omitted,15,21,"((a,c.1),(b,c.2))",g21_o2,False,-596.4331432359116,-672.2149216536662
growth,0,9,true,poisson_separate,loop_omitted,16,2,"((a,c),b)",g02_o1,False,-589.8158584241703,-706.8382868539393
growth,0,9,true,poisson_separate,loop_omitted,17,13,"(((b.1,c),a),b.2)",g13_o1,False,-608.0148539939177,-756.2951438162823
growth,0,9,true,poisson_separate,loop_omitted,18,8,"(((b,c),a.1),a.2)",g08_o1,False,-599.6280219590548,-840.2489174883606
growth,0,9,true,poisson_separate,loop_omitted,19,20,"(((b,c.1),c.2),a)",g20_o1,False,-613.2412436216239,-898.3894386588406
growth,0,9,true,poisson_separate,loop_omitted,20,6,"(((a.1,c),a.2),b)",g06_o1,False,-601.3763993387785,-970.518685249057
growth,0,9,true,poisson_separate,loop_omitted,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-611.982299365548,-1001.6007742288534
growth,0,9,true,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-238.6901807131514,-271.8977407976417
growth,0,9,true,poisson_separate,including_loop,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-235.09791058482082,-282.3095473991424
growth,0,9,true,poisson_separate,including_loop,3,11,"(((a,b.1),c),b.2)",g11_o1,False,-240.61793302631415,-287.50925399222945
growth,0,9,true,poisson_separate,including_loop,4,15,"((a,b.1),(b.2,c))",g15_o2,False,-228.6780439289792,-287.9227993115451
growth,0,9,true,poisson_separate,including_loop,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-269.4224187367777,-329.87674548301067
growth,0,9,true,poisson_separate,including_loop,6,9,"((a.1,b),(a.2,c))",g09_o2,False,-269.5118145614346,-357.4409624745979
growth,0,9,true,poisson_separate,including_loop,7,1,"((a,b),c)",g01_o1,False,-255.104442365678,-380.5963732915577
growth,0,9,true,poisson_separate,including_loop,8,16,"(((a,b),c.1),c.2)",g16_o2,False,-276.2091019408869,-400.9274451381859
growth,0,9,true,poisson_separate,including_loop,9,4,"(((a.1,b),a.2),c)",g04_o1,False,-269.19127648682786,-402.70029647126313
growth,0,9,true,poisson_separate,including_loop,10,19,"(((b,c.1),a),c.2)",g19_o1,False,-270.03253107806296,-416.72327021268626
growth,0,9,true,poisson_separate,including_loop,11,5,"(((a.1,b),c),a.2)",g05_o1,False,-269.81993731329675,-424.4699491739405
growth,0,9,true,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-585.6494772537737,-608.0334279364662
growth,0,9,true,poisson_separate,including_loop,13,14,"(((b.1,c),b.2),a)",g14_o1,False,-608.0258849516355,-653.7842714408686
growth,0,9,true,poisson_separate,including_loop,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-607.2692227033781,-660.1243891115786
growth,0,9,true,poisson_separate,including_loop,15,18,"(((a,c.1),c.2),b)",g18_o1,False,-601.0999874668602,-670.9842751498779
growth,0,9,true,poisson_separate,including_loop,16,21,"((a,c.1),(b,c.2))",g21_o2,False,-596.4331432359116,-672.2149216536662
growth,0,9,true,poisson_separate,including_loop,17,2,"((a,c),b)",g02_o1,False,-589.8158584241703,-706.8382868539393
growth,0,9,true,poisson_separate,including_loop,18,13,"(((b.1,c),a),b.2)",g13_o1,False,-608.0148539939177,-756.2951438162823
growth,0,9,true,poisson_separate,including_loop,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-599.6280219590548,-840.2489174883606
growth,0,9,true,poisson_separate,including_loop,20,20,"(((b,c.1),c.2),a)",g20_o1,False,-613.2412436216239,-898.3894386588406
growth,0,9,true,poisson_separate,including_loop,21,6,"(((a.1,c),a.2),b)",g06_o1,False,-601.3763993387785,-970.518685249057
growth,0,9,true,poisson_separate,including_loop,22,12,"(((a,c),b.1),b.2)",g12_o1,False,-611.982299365548,-1001.6007742288534
growth,0,9,hapibd,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-208.0156467733379,-224.8855278079999
growth,0,9,hapibd,poisson_shared,loop_omitted,2,9,"((a.1,b),(a.2,c))",g09_o1,False,-329.0122406332239,-394.58685658782616
growth,0,9,hapibd,poisson_shared,loop_omitted,3,17,"(((a,c.1),b),c.2)",g17_o1,False,-404.4774259764926,-429.2904502986047
growth,0,9,hapibd,poisson_shared,loop_omitted,4,16,"(((a,b),c.1),c.2)",g16_o2,False,-446.11091133871116,-475.4094498532524
growth,0,9,hapibd,poisson_shared,loop_omitted,5,11,"(((a,b.1),c),b.2)",g11_o1,False,-232.72604742765014,-598.9692342347948
growth,0,9,hapibd,poisson_shared,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-454.3559549186644,-636.7365274816765
growth,0,9,hapibd,poisson_shared,loop_omitted,7,10,"(((a,b.1),b.2),c)",g10_o1,False,-234.08285604183357,-691.997542114804
growth,0,9,hapibd,poisson_shared,loop_omitted,8,5,"(((a.1,b),c),a.2)",g05_o1,False,-405.07763803471346,-777.9637052655559
growth,0,9,hapibd,poisson_shared,loop_omitted,9,1,"((a,b),c)",g01_o1,False,-441.8214592556111,-786.0984985914977
growth,0,9,hapibd,poisson_shared,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-402.7844631478245,-804.7880185727611
growth,0,9,hapibd,poisson_shared,loop_omitted,11,14,"(((b.1,c),b.2),a)",g14_o1,False,-741.6917062502265,-816.9991065015957
growth,0,9,hapibd,poisson_shared,loop_omitted,12,13,"(((b.1,c),a),b.2)",g13_o1,False,-745.8018615713221,-830.0518368836396
growth,0,9,hapibd,poisson_shared,loop_omitted,13,18,"(((a,c.1),c.2),b)",g18_o1,False,-748.0056777074915,-857.1387917973376
growth,0,9,hapibd,poisson_shared,loop_omitted,14,20,"(((b,c.1),c.2),a)",g20_o1,False,-866.6524793660743,-896.5292784778856
growth,0,9,hapibd,poisson_shared,loop_omitted,15,21,"((a,c.1),(b,c.2))",g21_o1,False,-843.7423303943968,-899.5336747125301
growth,0,9,hapibd,poisson_shared,loop_omitted,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-854.1545822260559,-903.4181018418523
growth,0,9,hapibd,poisson_shared,loop_omitted,17,7,"(((a.1,c),b),a.2)",g07_o1,False,-839.9242773694524,-1008.1343042177915
growth,0,9,hapibd,poisson_shared,loop_omitted,18,3,"((b,c),a)",g03_o1,False,-1171.6959821435353,-1177.8553074350282
growth,0,9,hapibd,poisson_shared,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-1177.0116955888316,-1205.6556641043012
growth,0,9,hapibd,poisson_shared,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o1,False,-1135.215206400595,-1213.4118028865691
growth,0,9,hapibd,poisson_shared,loop_omitted,21,2,"((a,c),b)",g02_o1,False,-1219.081264952974,-1224.3787835477779
growth,0,9,hapibd,poisson_shared,including_loop,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-208.0156467733379,-224.8855278079999
growth,0,9,hapibd,poisson_shared,including_loop,2,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-216.3440952092176,-237.59294496513985
growth,0,9,hapibd,poisson_shared,including_loop,3,9,"((a.1,b),(a.2,c))",g09_o1,False,-329.0122406332239,-394.58685658782616
growth,0,9,hapibd,poisson_shared,including_loop,4,17,"(((a,c.1),b),c.2)",g17_o1,False,-404.4774259764926,-429.2904502986047
growth,0,9,hapibd,poisson_shared,including_loop,5,16,"(((a,b),c.1),c.2)",g16_o2,False,-446.11091133871116,-475.4094498532524
growth,0,9,hapibd,poisson_shared,including_loop,6,11,"(((a,b.1),c),b.2)",g11_o1,False,-232.72604742765014,-598.9692342347948
growth,0,9,hapibd,poisson_shared,including_loop,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-454.3559549186644,-636.7365274816765
growth,0,9,hapibd,poisson_shared,including_loop,8,10,"(((a,b.1),b.2),c)",g10_o1,False,-234.08285604183357,-691.997542114804
growth,0,9,hapibd,poisson_shared,including_loop,9,5,"(((a.1,b),c),a.2)",g05_o1,False,-405.07763803471346,-777.9637052655559
growth,0,9,hapibd,poisson_shared,including_loop,10,1,"((a,b),c)",g01_o1,False,-441.8214592556111,-786.0984985914977
growth,0,9,hapibd,poisson_shared,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-402.7844631478245,-804.7880185727611
growth,0,9,hapibd,poisson_shared,including_loop,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-741.6917062502265,-816.9991065015957
growth,0,9,hapibd,poisson_shared,including_loop,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-745.8018615713221,-830.0518368836396
growth,0,9,hapibd,poisson_shared,including_loop,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-748.0056777074915,-857.1387917973376
growth,0,9,hapibd,poisson_shared,including_loop,15,20,"(((b,c.1),c.2),a)",g20_o1,False,-866.6524793660743,-896.5292784778856
growth,0,9,hapibd,poisson_shared,including_loop,16,21,"((a,c.1),(b,c.2))",g21_o1,False,-843.7423303943968,-899.5336747125301
growth,0,9,hapibd,poisson_shared,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-854.1545822260559,-903.4181018418523
growth,0,9,hapibd,poisson_shared,including_loop,18,7,"(((a.1,c),b),a.2)",g07_o1,False,-839.9242773694524,-1008.1343042177915
growth,0,9,hapibd,poisson_shared,including_loop,19,3,"((b,c),a)",g03_o1,False,-1171.6959821435353,-1177.8553074350282
growth,0,9,hapibd,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-1177.0116955888316,-1205.6556641043012
growth,0,9,hapibd,poisson_shared,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-1135.215206400595,-1213.4118028865691
growth,0,9,hapibd,poisson_shared,including_loop,22,2,"((a,c),b)",g02_o1,False,-1219.081264952974,-1224.3787835477779
growth,0,9,hapibd,poisson_separate,loop_omitted,1,10,"(((a,b.1),b.2),c)",g10_o1,False,-242.11919768813945,-284.07958062027217
growth,0,9,hapibd,poisson_separate,loop_omitted,2,15,"((a,b.1),(b.2,c))",g15_o2,False,-230.77888526395833,-284.2725741408449
growth,0,9,hapibd,poisson_separate,loop_omitted,3,1,"((a,b),c)",g01_o1,False,-249.1871226378126,-287.19317367620874
growth,0,9,hapibd,poisson_separate,loop_omitted,4,11,"(((a,b.1),c),b.2)",g11_o1,False,-237.7711744284642,-293.623424973009
growth,0,9,hapibd,poisson_separate,loop_omitted,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-269.5654006375519,-303.4497606170686
growth,0,9,hapibd,poisson_separate,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-278.7835745655354,-309.3408392918969
growth,0,9,hapibd,poisson_separate,loop_omitted,7,16,"(((a,b),c.1),c.2)",g16_o1,False,-263.5306904939998,-390.39803699783107
growth,0,9,hapibd,poisson_separate,loop_omitted,8,4,"(((a.1,b),a.2),c)",g04_o1,False,-274.3163487760967,-397.17843412354324
growth,0,9,hapibd,poisson_separate,loop_omitted,9,9,"((a.1,b),(a.2,c))",g09_o2,False,-265.9203417117356,-420.7870573203729
growth,0,9,hapibd,poisson_separate,loop_omitted,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-275.11388534075775,-506.4465159591856
growth,0,9,hapibd,poisson_separate,loop_omitted,11,3,"((b,c),a)",g03_o1,False,-558.6028494863366,-588.3800779200506
growth,0,9,hapibd,poisson_separate,loop_omitted,12,7,"(((a.1,c),b),a.2)",g07_o1,False,-579.06645537099,-616.3094106621986
growth,0,9,hapibd,poisson_separate,loop_omitted,13,14,"(((b.1,c),b.2),a)",g14_o1,False,-576.9915067001965,-628.0304347278002
growth,0,9,hapibd,poisson_separate,loop_omitted,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-578.736396320487,-630.1268216983048
growth,0,9,hapibd,poisson_separate,loop_omitted,15,13,"(((b.1,c),a),b.2)",g13_o1,False,-579.5798858851334,-633.9397067170858
growth,0,9,hapibd,poisson_separate,loop_omitted,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-573.8806502820677,-640.5878028847808
growth,0,9,hapibd,poisson_separate,loop_omitted,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-584.7070859322982,-661.5147973921004
growth,0,9,hapibd,poisson_separate,loop_omitted,18,21,"((a,c.1),(b,c.2))",g21_o2,False,-582.2650205046297,-664.037751152765
growth,0,9,hapibd,poisson_separate,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-580.0606275692219,-822.8498971037762
growth,0,9,hapibd,poisson_separate,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o2,False,-591.9004233411036,-894.2443278607416
growth,0,9,hapibd,poisson_separate,loop_omitted,21,2,"((a,c),b)",g02_o1,False,-562.1398706676762,-939.4335729567794
growth,0,9,hapibd,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o2,False,-241.34002511951596,-275.2534472177917
growth,0,9,hapibd,poisson_separate,including_loop,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-242.11919768813945,-284.07958062027217
growth,0,9,hapibd,poisson_separate,including_loop,3,15,"((a,b.1),(b.2,c))",g15_o2,False,-230.77888526395833,-284.2725741408449
growth,0,9,hapibd,poisson_separate,including_loop,4,1,"((a,b),c)",g01_o1,False,-249.1871226378126,-287.19317367620874
growth,0,9,hapibd,poisson_separate,including_loop,5,11,"(((a,b.1),c),b.2)",g11_o1,False,-237.7711744284642,-293.623424973009
growth,0,9,hapibd,poisson_separate,including_loop,6,17,"(((a,c.1),b),c.2)",g17_o1,False,-269.5654006375519,-303.4497606170686
growth,0,9,hapibd,poisson_separate,including_loop,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-278.7835745655354,-309.3408392918969
growth,0,9,hapibd,poisson_separate,including_loop,8,16,"(((a,b),c.1),c.2)",g16_o1,False,-263.5306904939998,-390.39803699783107
growth,0,9,hapibd,poisson_separate,including_loop,9,4,"(((a.1,b),a.2),c)",g04_o1,False,-274.3163487760967,-397.17843412354324
growth,0,9,hapibd,poisson_separate,including_loop,10,9,"((a.1,b),(a.2,c))",g09_o2,False,-265.9203417117356,-420.7870573203729
growth,0,9,hapibd,poisson_separate,including_loop,11,5,"(((a.1,b),c),a.2)",g05_o1,False,-275.11388534075775,-506.4465159591856
growth,0,9,hapibd,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-558.6028494863366,-588.3800779200506
growth,0,9,hapibd,poisson_separate,including_loop,13,7,"(((a.1,c),b),a.2)",g07_o1,False,-579.06645537099,-616.3094106621986
growth,0,9,hapibd,poisson_separate,including_loop,14,14,"(((b.1,c),b.2),a)",g14_o1,False,-576.9915067001965,-628.0304347278002
growth,0,9,hapibd,poisson_separate,including_loop,15,18,"(((a,c.1),c.2),b)",g18_o1,False,-578.736396320487,-630.1268216983048
growth,0,9,hapibd,poisson_separate,including_loop,16,13,"(((b.1,c),a),b.2)",g13_o1,False,-579.5798858851334,-633.9397067170858
growth,0,9,hapibd,poisson_separate,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-573.8806502820677,-640.5878028847808
growth,0,9,hapibd,poisson_separate,including_loop,18,20,"(((b,c.1),c.2),a)",g20_o1,False,-584.7070859322982,-661.5147973921004
growth,0,9,hapibd,poisson_separate,including_loop,19,21,"((a,c.1),(b,c.2))",g21_o2,False,-582.2650205046297,-664.037751152765
growth,0,9,hapibd,poisson_separate,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-580.0606275692219,-822.8498971037762
growth,0,9,hapibd,poisson_separate,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o2,False,-591.9004233411036,-894.2443278607416
growth,0,9,hapibd,poisson_separate,including_loop,22,2,"((a,c),b)",g02_o1,False,-562.1398706676762,-939.4335729567794
constant,0,0,true,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-215.14633324630447,-234.5101137662409
constant,0,0,true,poisson_shared,loop_omitted,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-288.83529309707836,-310.30199406207146
constant,0,0,true,poisson_shared,loop_omitted,3,4,"(((a.1,b),a.2),c)",g04_o1,False,-367.91685497853246,-380.8077968355152
