scenario,pool,replicate,source,variant,search,rank,graph,newick,best_order,reliable,logz,elbo
growth,0,3,true,poisson_separate,including_loop,3,1,"((a,b),c)",g01_o1,False,-262.8701039122506,-284.86473472203596
growth,0,3,true,poisson_separate,including_loop,4,10,"(((a,b.1),b.2),c)",g10_o1,False,-237.738765461692,-290.41476984006476
growth,0,3,true,poisson_separate,including_loop,5,19,"(((b,c.1),a),c.2)",g19_o1,False,-282.6815182355822,-329.7865606200634
growth,0,3,true,poisson_separate,including_loop,6,11,"(((a,b.1),c),b.2)",g11_o1,False,-242.90139598081248,-331.1696261288117
growth,0,3,true,poisson_separate,including_loop,7,5,"(((a.1,b),c),a.2)",g05_o1,False,-281.9125520024425,-373.3956052005923
growth,0,3,true,poisson_separate,including_loop,8,9,"((a.1,b),(a.2,c))",g09_o2,False,-283.8424138709581,-388.69505866982513
growth,0,3,true,poisson_separate,including_loop,9,4,"(((a.1,b),a.2),c)",g04_o1,False,-283.66911080928753,-402.9504807160933
growth,0,3,true,poisson_separate,including_loop,10,16,"(((a,b),c.1),c.2)",g16_o1,False,-285.7182699191879,-404.35483897081474
growth,0,3,true,poisson_separate,including_loop,11,17,"(((a,c.1),b),c.2)",g17_o1,False,-289.8634215146768,-415.10823290433643
growth,0,3,true,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-582.6045352353875,-628.3171843299692
growth,0,3,true,poisson_separate,including_loop,13,2,"((a,c),b)",g02_o1,False,-583.8274627526256,-633.5599401910769
growth,0,3,true,poisson_separate,including_loop,14,13,"(((b.1,c),a),b.2)",g13_o1,False,-604.5751757817101,-640.9088743603598
growth,0,3,true,poisson_separate,including_loop,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-606.6351937763795,-648.1535653513296
growth,0,3,true,poisson_separate,including_loop,16,21,"((a,c.1),(b,c.2))",g21_o2,False,-605.177870362428,-649.0635437272144
growth,0,3,true,poisson_separate,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-612.6115968804113,-663.9472569269996
growth,0,3,true,poisson_separate,including_loop,18,14,"(((b.1,c),b.2),a)",g14_o1,False,-601.3040921439431,-697.7123103153256
growth,0,3,true,poisson_separate,including_loop,19,20,"(((b,c.1),c.2),a)",g20_o1,False,-603.0660488983414,-852.2589755045789
growth,0,3,true,poisson_separate,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-600.0228413037793,-870.8723360503842
growth,0,3,true,poisson_separate,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o2,False,-604.8283161144125,-963.521490456251
growth,0,3,true,poisson_separate,including_loop,22,18,"(((a,c.1),c.2),b)",g18_o1,False,-599.3388337572244,-976.380363277273
growth,0,3,hapibd,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-197.34730908297837,-211.58896390681736
growth,0,3,hapibd,poisson_shared,loop_omitted,2,9,"((a.1,b),(a.2,c))",g09_o2,False,-343.29808420893295,-461.31954135486296
growth,0,3,hapibd,poisson_shared,loop_omitted,3,17,"(((a,c.1),b),c.2)",g17_o1,False,-434.26507226545584,-467.9549698870865
growth,0,3,hapibd,poisson_shared,loop_omitted,4,1,"((a,b),c)",g01_o1,False,-472.3364715025775,-478.1280157098974
growth,0,3,hapibd,poisson_shared,loop_omitted,5,16,"(((a,b),c.1),c.2)",g16_o1,False,-487.44824263172006,-508.83989611616846
growth,0,3,hapibd,poisson_shared,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-490.4612886719103,-696.4226764801361
growth,0,3,hapibd,poisson_shared,loop_omitted,7,10,"(((a,b.1),b.2),c)",g10_o1,False,-230.46999908082736,-700.5636441554088
growth,0,3,hapibd,poisson_shared,loop_omitted,8,11,"(((a,b.1),c),b.2)",g11_o1,False,-229.00849739111482,-717.3684157238849
growth,0,3,hapibd,poisson_shared,loop_omitted,9,4,"(((a.1,b),a.2),c)",g04_o1,False,-431.1988164639437,-828.55516061671
growth,0,3,hapibd,poisson_shared,loop_omitted,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-440.5352213672312,-842.4758352793788
growth,0,3,hapibd,poisson_shared,loop_omitted,11,13,"(((b.1,c),a),b.2)",g13_o1,False,-745.9825700721217,-844.5779508380964
growth,0,3,hapibd,poisson_shared,loop_omitted,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-743.3781727591896,-858.8811106438708
growth,0,3,hapibd,poisson_shared,loop_omitted,13,18,"(((a,c.1),c.2),b)",g18_o1,False,-855.8754224098556,-903.1228974386772
growth,0,3,hapibd,poisson_shared,loop_omitted,14,21,"((a,c.1),(b,c.2))",g21_o1,False,-878.1433557694286,-917.6777147085637
growth,0,3,hapibd,poisson_shared,loop_omitted,15,6,"(((a.1,c),a.2),b)",g06_o1,False,-883.6002419363449,-943.5927008899888
growth,0,3,hapibd,poisson_shared,loop_omitted,16,20,"(((b,c.1),c.2),a)",g20_o1,False,-902.1744755884423,-966.1230159820545
growth,0,3,hapibd,poisson_shared,loop_omitted,17,7,"(((a.1,c),b),a.2)",g07_o1,False,-878.2548741460255,-1066.5035568103965
growth,0,3,hapibd,poisson_shared,loop_omitted,18,3,"((b,c),a)",g03_o1,False,-1211.1918039151697,-1218.122113368008
growth,0,3,hapibd,poisson_shared,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-1220.7353433838302,-1255.0872358858453
growth,0,3,hapibd,poisson_shared,loop_omitted,20,2,"((a,c),b)",g02_o1,False,-1268.5012164633918,-1273.3970283761726
growth,0,3,hapibd,poisson_shared,loop_omitted,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-1170.9043481021338,-1276.3712413798798
growth,0,3,hapibd,poisson_shared,including_loop,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-197.34730908297837,-211.58896390681736
growth,0,3,hapibd,poisson_shared,including_loop,2,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-204.18841033161544,-232.95400717468834
growth,0,3,hapibd,poisson_shared,including_loop,3,9,"((a.1,b),(a.2,c))",g09_o2,False,-343.29808420893295,-461.31954135486296
growth,0,3,hapibd,poisson_shared,including_loop,4,17,"(((a,c.1),b),c.2)",g17_o1,False,-434.26507226545584,-467.9549698870865
growth,0,3,hapibd,poisson_shared,including_loop,5,1,"((a,b),c)",g01_o1,False,-472.3364715025775,-478.1280157098974
growth,0,3,hapibd,poisson_shared,including_loop,6,16,"(((a,b),c.1),c.2)",g16_o1,False,-487.44824263172006,-508.83989611616846
growth,0,3,hapibd,poisson_shared,including_loop,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-490.4612886719103,-696.4226764801361
growth,0,3,hapibd,poisson_shared,including_loop,8,10,"(((a,b.1),b.2),c)",g10_o1,False,-230.46999908082736,-700.5636441554088
growth,0,3,hapibd,poisson_shared,including_loop,9,11,"(((a,b.1),c),b.2)",g11_o1,False,-229.00849739111482,-717.3684157238849
growth,0,3,hapibd,poisson_shared,including_loop,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-431.1988164639437,-828.55516061671
growth,0,3,hapibd,poisson_shared,including_loop,11,5,"(((a.1,b),c),a.2)",g05_o1,False,-440.5352213672312,-842.4758352793788
growth,0,3,hapibd,poisson_shared,including_loop,12,13,"(((b.1,c),a),b.2)",g13_o1,False,-745.9825700721217,-844.5779508380964
growth,0,3,hapibd,poisson_shared,including_loop,13,14,"(((b.1,c),b.2),a)",g14_o1,False,-743.3781727591896,-858.8811106438708
growth,0,3,hapibd,poisson_shared,including_loop,14,18,"(((a,c.1),c.2),b)",g18_o1,False,-855.8754224098556,-903.1228974386772
growth,0,3,hapibd,poisson_shared,including_loop,15,21,"((a,c.1),(b,c.2))",g21_o1,False,-878.1433557694286,-917.6777147085637
growth,0,3,hapibd,poisson_shared,including_loop,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-883.6002419363449,-943.5927008899888
growth,0,3,hapibd,poisson_shared,including_loop,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-902.1744755884423,-966.1230159820545
growth,0,3,hapibd,poisson_shared,including_loop,18,7,"(((a.1,c),b),a.2)",g07_o1,False,-878.2548741460255,-1066.5035568103965
growth,0,3,hapibd,poisson_shared,including_loop,19,3,"((b,c),a)",g03_o1,False,-1211.1918039151697,-1218.122113368008
growth,0,3,hapibd,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-1220.7353433838302,-1255.0872358858453
growth,0,3,hapibd,poisson_shared,including_loop,21,2,"((a,c),b)",g02_o1,False,-1268.5012164633918,-1273.3970283761726
growth,0,3,hapibd,poisson_shared,including_loop,22,12,"(((a,c),b.1),b.2)",g12_o1,False,-1170.9043481021338,-1276.3712413798798
growth,0,3,hapibd,poisson_separate,loop_omitted,1,11,"(((a,b.1),c),b.2)",g11_o1,False,-231.94121483906568,-266.30088408970676
growth,0,3,hapibd,poisson_separate,loop_omitted,2,1,"((a,b),c)",g01_o1,False,-249.77942941454276,-275.41571092602686
growth,0,3,hapibd,poisson_separate,loop_omitted,3,10,"(((a,b.1),b.2),c)",g10_o1,False,-227.67570509613842,-278.58691774270426
growth,0,3,hapibd,poisson_separate,loop_omitted,4,15,"((a,b.1),(b.2,c))",g15_o2,False,-209.0037473914268,-305.15302173280196
growth,0,3,hapibd,poisson_separate,loop_omitted,5,9,"((a.1,b),(a.2,c))",g09_o2,False,-278.3199881797827,-317.78993580561263
growth,0,3,hapibd,poisson_separate,loop_omitted,6,17,"(((a,c.1),b),c.2)",g17_o1,False,-274.921714034934,-325.278832212584
growth,0,3,hapibd,poisson_separate,loop_omitted,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-280.7356974828387,-325.48965536139184
growth,0,3,hapibd,poisson_separate,loop_omitted,8,4,"(((a.1,b),a.2),c)",g04_o1,False,-280.6194288289254,-395.12200522571885
growth,0,3,hapibd,poisson_separate,loop_omitted,9,16,"(((a,b),c.1),c.2)",g16_o1,False,-282.6982565730136,-411.21811449948495
growth,0,3,hapibd,poisson_separate,loop_omitted,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-276.6147269525243,-440.8241174368413
growth,0,3,hapibd,poisson_separate,loop_omitted,11,2,"((a,c),b)",g02_o1,False,-581.2022847630966,-617.0799373615496
growth,0,3,hapibd,poisson_separate,loop_omitted,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-589.3143753972613,-641.8207265303973
growth,0,3,hapibd,poisson_separate,loop_omitted,13,7,"(((a.1,c),b),a.2)",g07_o1,False,-599.772950017947,-645.1672295874732
growth,0,3,hapibd,poisson_separate,loop_omitted,14,13,"(((b.1,c),a),b.2)",g13_o1,False,-590.3299170029146,-648.6674597460701
growth,0,3,hapibd,poisson_separate,loop_omitted,15,6,"(((a.1,c),a.2),b)",g06_o1,False,-597.2108241262606,-666.1826874899531
growth,0,3,hapibd,poisson_separate,loop_omitted,16,21,"((a,c.1),(b,c.2))",g21_o2,False,-592.7151851671911,-671.9790617940803
growth,0,3,hapibd,poisson_separate,loop_omitted,17,8,"(((b,c),a.1),a.2)",g08_o1,False,-588.0417395759025,-839.4360847967575
growth,0,3,hapibd,poisson_separate,loop_omitted,18,20,"(((b,c.1),c.2),a)",g20_o1,False,-592.7684638881285,-877.5640731934806
growth,0,3,hapibd,poisson_separate,loop_omitted,19,12,"(((a,c),b.1),b.2)",g12_o2,False,-597.7529150088288,-904.7864983983029
growth,0,3,hapibd,poisson_separate,loop_omitted,20,3,"((b,c),a)",g03_o1,False,-574.342692254101,-926.2750838876416
growth,0,3,hapibd,poisson_separate,loop_omitted,21,18,"(((a,c.1),c.2),b)",g18_o1,False,-598.8517450501448,-986.4723125627073
growth,0,3,hapibd,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-225.62517286379548,-248.54493623139723
growth,0,3,hapibd,poisson_separate,including_loop,2,11,"(((a,b.1),c),b.2)",g11_o1,False,-231.94121483906568,-266.30088408970676
growth,0,3,hapibd,poisson_separate,including_loop,3,1,"((a,b),c)",g01_o1,False,-249.77942941454276,-275.41571092602686
growth,0,3,hapibd,poisson_separate,including_loop,4,10,"(((a,b.1),b.2),c)",g10_o1,False,-227.67570509613842,-278.58691774270426
growth,0,3,hapibd,poisson_separate,including_loop,5,15,"((a,b.1),(b.2,c))",g15_o2,False,-209.0037473914268,-305.15302173280196
growth,0,3,hapibd,poisson_separate,including_loop,6,9,"((a.1,b),(a.2,c))",g09_o2,False,-278.3199881797827,-317.78993580561263
growth,0,3,hapibd,poisson_separate,including_loop,7,17,"(((a,c.1),b),c.2)",g17_o1,False,-274.921714034934,-325.278832212584
growth,0,3,hapibd,poisson_separate,including_loop,8,19,"(((b,c.1),a),c.2)",g19_o1,False,-280.7356974828387,-325.48965536139184
growth,0,3,hapibd,poisson_separate,including_loop,9,4,"(((a.1,b),a.2),c)",g04_o1,False,-280.6194288289254,-395.12200522571885
growth,0,3,hapibd,poisson_separate,including_loop,10,16,"(((a,b),c.1),c.2)",g16_o1,False,-282.6982565730136,-411.21811449948495
growth,0,3,hapibd,poisson_separate,including_loop,11,5,"(((a.1,b),c),a.2)",g05_o1,False,-276.6147269525243,-440.8241174368413
growth,0,3,hapibd,poisson_separate,including_loop,12,2,"((a,c),b)",g02_o1,False,-581.2022847630966,-617.0799373615496
growth,0,3,hapibd,poisson_separate,including_loop,13,14,"(((b.1,c),b.2),a)",g14_o1,False,-589.3143753972613,-641.8207265303973
growth,0,3,hapibd,poisson_separate,including_loop,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-599.772950017947,-645.1672295874732
growth,0,3,hapibd,poisson_separate,including_loop,15,13,"(((b.1,c),a),b.2)",g13_o1,False,-590.3299170029146,-648.6674597460701
growth,0,3,hapibd,poisson_separate,including_loop,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-597.2108241262606,-666.1826874899531
growth,0,3,hapibd,poisson_separate,including_loop,17,21,"((a,c.1),(b,c.2))",g21_o2,False,-592.7151851671911,-671.9790617940803
growth,0,3,hapibd,poisson_separate,including_loop,18,8,"(((b,c),a.1),a.2)",g08_o1,False,-588.0417395759025,-839.4360847967575
growth,0,3,hapibd,poisson_separate,including_loop,19,20,"(((b,c.1),c.2),a)",g20_o1,False,-592.7684638881285,-877.5640731934806
growth,0,3,hapibd,poisson_separate,including_loop,20,12,"(((a,c),b.1),b.2)",g12_o2,False,-597.7529150088288,-904.7864983983029
growth,0,3,hapibd,poisson_separate,including_loop,21,3,"((b,c),a)",g03_o1,False,-574.342692254101,-926.2750838876416
growth,0,3,hapibd,poisson_separate,including_loop,22,18,"(((a,c.1),c.2),b)",g18_o1,False,-598.8517450501448,-986.4723125627073
growth,0,4,true,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-192.26311950993247,-212.7088297338382
growth,0,4,true,poisson_shared,loop_omitted,2,11,"(((a,b.1),c),b.2)",g11_o1,False,-218.63487031310615,-239.4260598008858
growth,0,4,true,poisson_shared,loop_omitted,3,9,"((a.1,b),(a.2,c))",g09_o1,False,-313.13535460471525,-377.9656601225409
growth,0,4,true,poisson_shared,loop_omitted,4,17,"(((a,c.1),b),c.2)",g17_o1,False,-375.93183233987753,-398.7350714040863
growth,0,4,true,poisson_shared,loop_omitted,5,16,"(((a,b),c.1),c.2)",g16_o2,False,-428.1086822507943,-445.3990024972704
growth,0,4,true,poisson_shared,loop_omitted,6,19,"(((b,c.1),a),c.2)",g19_o1,False,-430.2939174963699,-449.53896190968516
growth,0,4,true,poisson_shared,loop_omitted,7,10,"(((a,b.1),b.2),c)",g10_o1,False,-219.08770727034806,-683.0891782879245
growth,0,4,true,poisson_shared,loop_omitted,8,1,"((a,b),c)",g01_o1,False,-415.64137193050493,-775.6113460476269
growth,0,4,true,poisson_shared,loop_omitted,9,5,"(((a.1,b),c),a.2)",g05_o1,False,-377.99768942922856,-778.6266190204667
growth,0,4,true,poisson_shared,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-378.2559679431567,-793.7630972227781
growth,0,4,true,poisson_shared,loop_omitted,11,18,"(((a,c.1),c.2),b)",g18_o1,False,-741.3407541225939,-851.067789003461
growth,0,4,true,poisson_shared,loop_omitted,12,14,"(((b.1,c),b.2),a)",g14_o1,False,-760.7002039552656,-854.9667819168181
growth,0,4,true,poisson_shared,loop_omitted,13,13,"(((b.1,c),a),b.2)",g13_o1,False,-768.6122169030261,-862.4701539642728
growth,0,4,true,poisson_shared,loop_omitted,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-850.7963552659071,-874.8386132883066
growth,0,4,true,poisson_shared,loop_omitted,15,21,"((a,c.1),(b,c.2))",g21_o1,False,-796.3188334718257,-884.2463436224648
growth,0,4,true,poisson_shared,loop_omitted,16,6,"(((a.1,c),a.2),b)",g06_o1,False,-863.1957841348357,-910.2605990853453
growth,0,4,true,poisson_shared,loop_omitted,17,20,"(((b,c.1),c.2),a)",g20_o1,False,-883.5668986332474,-911.953421296112
growth,0,4,true,poisson_shared,loop_omitted,18,3,"((b,c),a)",g03_o1,False,-1209.5328233192786,-1216.1069274771296
growth,0,4,true,poisson_shared,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-1219.3165752020786,-1256.1061562624554
growth,0,4,true,poisson_shared,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o1,False,-1183.677429485298,-1258.9054420854673
growth,0,4,true,poisson_shared,loop_omitted,21,2,"((a,c),b)",g02_o1,False,-1258.1544430900196,-1263.8902357075913
growth,0,4,true,poisson_shared,including_loop,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-192.26311950993247,-212.7088297338382
growth,0,4,true,poisson_shared,including_loop,2,22,"b-loop + ((a,b.1),(b.2,c))",g22_o1,False,-200.45412716898227,-224.7476524648424
growth,0,4,true,poisson_shared,including_loop,3,11,"(((a,b.1),c),b.2)",g11_o1,False,-218.63487031310615,-239.4260598008858
growth,0,4,true,poisson_shared,including_loop,4,9,"((a.1,b),(a.2,c))",g09_o1,False,-313.13535460471525,-377.9656601225409
growth,0,4,true,poisson_shared,including_loop,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-375.93183233987753,-398.7350714040863
growth,0,4,true,poisson_shared,including_loop,6,16,"(((a,b),c.1),c.2)",g16_o2,False,-428.1086822507943,-445.3990024972704
growth,0,4,true,poisson_shared,including_loop,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-430.2939174963699,-449.53896190968516
growth,0,4,true,poisson_shared,including_loop,8,10,"(((a,b.1),b.2),c)",g10_o1,False,-219.08770727034806,-683.0891782879245
growth,0,4,true,poisson_shared,including_loop,9,1,"((a,b),c)",g01_o1,False,-415.64137193050493,-775.6113460476269
growth,0,4,true,poisson_shared,including_loop,10,5,"(((a.1,b),c),a.2)",g05_o1,False,-377.99768942922856,-778.6266190204667
growth,0,4,true,poisson_shared,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-378.2559679431567,-793.7630972227781
growth,0,4,true,poisson_shared,including_loop,12,18,"(((a,c.1),c.2),b)",g18_o1,False,-741.3407541225939,-851.067789003461
growth,0,4,true,poisson_shared,including_loop,13,14,"(((b.1,c),b.2),a)",g14_o1,False,-760.7002039552656,-854.9667819168181
growth,0,4,true,poisson_shared,including_loop,14,13,"(((b.1,c),a),b.2)",g13_o1,False,-768.6122169030261,-862.4701539642728
growth,0,4,true,poisson_shared,including_loop,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-850.7963552659071,-874.8386132883066
growth,0,4,true,poisson_shared,including_loop,16,21,"((a,c.1),(b,c.2))",g21_o1,False,-796.3188334718257,-884.2463436224648
growth,0,4,true,poisson_shared,including_loop,17,6,"(((a.1,c),a.2),b)",g06_o1,False,-863.1957841348357,-910.2605990853453
growth,0,4,true,poisson_shared,including_loop,18,20,"(((b,c.1),c.2),a)",g20_o1,False,-883.5668986332474,-911.953421296112
growth,0,4,true,poisson_shared,including_loop,19,3,"((b,c),a)",g03_o1,False,-1209.5328233192786,-1216.1069274771296
growth,0,4,true,poisson_shared,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-1219.3165752020786,-1256.1061562624554
growth,0,4,true,poisson_shared,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-1183.677429485298,-1258.9054420854673
growth,0,4,true,poisson_shared,including_loop,22,2,"((a,c),b)",g02_o1,False,-1258.1544430900196,-1263.8902357075913
growth,0,4,true,poisson_separate,loop_omitted,1,10,"(((a,b.1),b.2),c)",g10_o1,False,-221.25588331373137,-269.2240353843974
growth,0,4,true,poisson_separate,loop_omitted,2,15,"((a,b.1),(b.2,c))",g15_o2,False,-210.43177505539182,-269.2508152548564
growth,0,4,true,poisson_separate,loop_omitted,3,11,"(((a,b.1),c),b.2)",g11_o1,False,-224.1925281193513,-288.5879740795814
growth,0,4,true,poisson_separate,loop_omitted,4,17,"(((a,c.1),b),c.2)",g17_o1,False,-264.427036644942,-299.9765336233518
growth,0,4,true,poisson_separate,loop_omitted,5,1,"((a,b),c)",g01_o1,False,-241.5315783290341,-326.67900111936046
growth,0,4,true,poisson_separate,loop_omitted,6,5,"(((a.1,b),c),a.2)",g05_o1,False,-261.7072987099392,-331.32732636166253
growth,0,4,true,poisson_separate,loop_omitted,7,19,"(((b,c.1),a),c.2)",g19_o1,False,-266.0279648755049,-344.39423574417265
growth,0,4,true,poisson_separate,loop_omitted,8,9,"((a.1,b),(a.2,c))",g09_o2,False,-265.4301348333822,-344.6671022686101
growth,0,4,true,poisson_separate,loop_omitted,9,16,"(((a,b),c.1),c.2)",g16_o1,False,-266.8878801098866,-369.55050478246284
growth,0,4,true,poisson_separate,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-258.9570586225394,-387.19816577917857
growth,0,4,true,poisson_separate,loop_omitted,11,3,"((b,c),a)",g03_o1,False,-576.1288967877787,-606.1308280776487
growth,0,4,true,poisson_separate,loop_omitted,12,6,"(((a.1,c),a.2),b)",g06_o1,False,-585.8804791284023,-629.2069816898002
growth,0,4,true,poisson_separate,loop_omitted,13,21,"((a,c.1),(b,c.2))",g21_o2,False,-589.1821681028679,-635.4192095757496
growth,0,4,true,poisson_separate,loop_omitted,14,7,"(((a.1,c),b),a.2)",g07_o1,False,-589.9223996718409,-635.5985519982356
growth,0,4,true,poisson_separate,loop_omitted,15,20,"(((b,c.1),c.2),a)",g20_o1,False,-592.5385966782795,-635.8846447255587
growth,0,4,true,poisson_separate,loop_omitted,16,13,"(((b.1,c),a),b.2)",g13_o1,False,-598.8693189674393,-637.4891574991353
growth,0,4,true,poisson_separate,loop_omitted,17,2,"((a,c),b)",g02_o1,False,-574.248130808707,-650.8628766749372
growth,0,4,true,poisson_separate,loop_omitted,18,14,"(((b.1,c),b.2),a)",g14_o1,False,-594.4920110148717,-651.8636265073201
growth,0,4,true,poisson_separate,loop_omitted,19,8,"(((b,c),a.1),a.2)",g08_o1,False,-591.882236004817,-824.6787726593874
growth,0,4,true,poisson_separate,loop_omitted,20,12,"(((a,c),b.1),b.2)",g12_o1,False,-604.8514849476413,-870.3752911029683
growth,0,4,true,poisson_separate,loop_omitted,21,18,"(((a,c.1),c.2),b)",g18_o1,False,-595.0257088932063,-943.3439064782855
growth,0,4,true,poisson_separate,including_loop,1,22,"b-loop + ((a,b.1),(b.2,c))",g22_o2,False,-227.26128865642227,-259.99126923741164
growth,0,4,true,poisson_separate,including_loop,2,10,"(((a,b.1),b.2),c)",g10_o1,False,-221.25588331373137,-269.2240353843974
growth,0,4,true,poisson_separate,including_loop,3,15,"((a,b.1),(b.2,c))",g15_o2,False,-210.43177505539182,-269.2508152548564
growth,0,4,true,poisson_separate,including_loop,4,11,"(((a,b.1),c),b.2)",g11_o1,False,-224.1925281193513,-288.5879740795814
growth,0,4,true,poisson_separate,including_loop,5,17,"(((a,c.1),b),c.2)",g17_o1,False,-264.427036644942,-299.9765336233518
growth,0,4,true,poisson_separate,including_loop,6,1,"((a,b),c)",g01_o1,False,-241.5315783290341,-326.67900111936046
growth,0,4,true,poisson_separate,including_loop,7,5,"(((a.1,b),c),a.2)",g05_o1,False,-261.7072987099392,-331.32732636166253
growth,0,4,true,poisson_separate,including_loop,8,19,"(((b,c.1),a),c.2)",g19_o1,False,-266.0279648755049,-344.39423574417265
growth,0,4,true,poisson_separate,including_loop,9,9,"((a.1,b),(a.2,c))",g09_o2,False,-265.4301348333822,-344.6671022686101
growth,0,4,true,poisson_separate,including_loop,10,16,"(((a,b),c.1),c.2)",g16_o1,False,-266.8878801098866,-369.55050478246284
growth,0,4,true,poisson_separate,including_loop,11,4,"(((a.1,b),a.2),c)",g04_o1,False,-258.9570586225394,-387.19816577917857
growth,0,4,true,poisson_separate,including_loop,12,3,"((b,c),a)",g03_o1,False,-576.1288967877787,-606.1308280776487
growth,0,4,true,poisson_separate,including_loop,13,6,"(((a.1,c),a.2),b)",g06_o1,False,-585.8804791284023,-629.2069816898002
growth,0,4,true,poisson_separate,including_loop,14,21,"((a,c.1),(b,c.2))",g21_o2,False,-589.1821681028679,-635.4192095757496
growth,0,4,true,poisson_separate,including_loop,15,7,"(((a.1,c),b),a.2)",g07_o1,False,-589.9223996718409,-635.5985519982356
growth,0,4,true,poisson_separate,including_loop,16,20,"(((b,c.1),c.2),a)",g20_o1,False,-592.5385966782795,-635.8846447255587
growth,0,4,true,poisson_separate,including_loop,17,13,"(((b.1,c),a),b.2)",g13_o1,False,-598.8693189674393,-637.4891574991353
growth,0,4,true,poisson_separate,including_loop,18,2,"((a,c),b)",g02_o1,False,-574.248130808707,-650.8628766749372
growth,0,4,true,poisson_separate,including_loop,19,14,"(((b.1,c),b.2),a)",g14_o1,False,-594.4920110148717,-651.8636265073201
growth,0,4,true,poisson_separate,including_loop,20,8,"(((b,c),a.1),a.2)",g08_o1,False,-591.882236004817,-824.6787726593874
growth,0,4,true,poisson_separate,including_loop,21,12,"(((a,c),b.1),b.2)",g12_o1,False,-604.8514849476413,-870.3752911029683
growth,0,4,true,poisson_separate,including_loop,22,18,"(((a,c.1),c.2),b)",g18_o1,False,-595.0257088932063,-943.3439064782855
growth,0,4,hapibd,poisson_shared,loop_omitted,1,15,"((a,b.1),(b.2,c))",g15_o1,False,-196.56288526280463,-213.17259055251327
growth,0,4,hapibd,poisson_shared,loop_omitted,2,9,"((a.1,b),(a.2,c))",g09_o1,False,-314.4681233368726,-375.02427026234193
growth,0,4,hapibd,poisson_shared,loop_omitted,3,17,"(((a,c.1),b),c.2)",g17_o1,False,-374.55795665441053,-397.93684616597136
growth,0,4,hapibd,poisson_shared,loop_omitted,4,16,"(((a,b),c.1),c.2)",g16_o2,False,-423.27344369929403,-445.71752938861357
growth,0,4,hapibd,poisson_shared,loop_omitted,5,19,"(((b,c.1),a),c.2)",g19_o1,False,-422.61984325796504,-471.1731956029261
growth,0,4,hapibd,poisson_shared,loop_omitted,6,11,"(((a,b.1),c),b.2)",g11_o1,False,-225.44983624315884,-594.5765528607483
growth,0,4,hapibd,poisson_shared,loop_omitted,7,10,"(((a,b.1),b.2),c)",g10_o1,False,-216.7307730331356,-675.2873375301612
growth,0,4,hapibd,poisson_shared,loop_omitted,8,1,"((a,b),c)",g01_o1,False,-412.99178831807296,-771.0760320508817
growth,0,4,hapibd,poisson_shared,loop_omitted,9,5,"(((a.1,b),c),a.2)",g05_o1,False,-375.6886965922036,-777.1622394996199
growth,0,4,hapibd,poisson_shared,loop_omitted,10,4,"(((a.1,b),a.2),c)",g04_o1,False,-370.32211707078136,-798.6645729231893
growth,0,4,hapibd,poisson_shared,loop_omitted,11,14,"(((b.1,c),b.2),a)",g14_o1,False,-735.6038401640245,-810.6893711667483
