scenario,pool,replicate,source,variant,candidate,graph,reliable,best_order,lp_ibd,lp_snp,chi2_ibd,chi2_snp
constant,0,0,true,poisson_shared,g21_o1,21,False,False,-654.8489444231227,-74.31063928923882,872.2126866878339,241.33692723697794
constant,0,0,true,poisson_shared,g09_o2,9,False,False,-293.2032206113083,-48.32184438769076,460.94435522305776,189.3593374339298
constant,0,0,true,poisson_shared,g15_o1,15,False,True,-226.11339462123803,45.6301212935714,126.71770611213607,1.4554060713238859
constant,0,0,true,poisson_shared,g01_o1,1,False,True,-322.88648974977286,-90.55378153708655,510.1533158183948,273.8232117326096
constant,0,0,true,poisson_shared,g11_o1,11,False,True,-269.6053558403736,41.25227353563714,430.0303151725507,10.211101587224885
constant,0,0,true,poisson_shared,g10_o1,10,False,True,-265.3199985382868,40.682492698412176,342.0123716171647,11.350663261659044
constant,0,0,true,poisson_shared,g04_o1,4,False,True,-265.1896287932323,-39.14134351625577,243.80295443506986,170.9983356908927
constant,0,0,true,poisson_shared,g20_o1,20,False,True,-670.4360988690275,-89.69364987503245,1151.1943827783025,272.1029484085467
constant,0,0,true,poisson_shared,g08_o2,8,False,True,-1036.7087923690901,-3.2379290066311293,1447.8410117634844,99.19150667177729
constant,0,0,true,poisson_shared,g14_o1,14,False,True,-791.8245607056629,7.7598793541890965,12575.45424051574,77.19588995011384
constant,0,0,true,poisson_separate,g03_o1,3,False,True,-581.7424449158306,-0.04196814905813981,847.5017219807895,92.79958495658164
constant,0,0,true,poisson_separate,g13_o1,13,False,True,-593.6965143415986,-2.716442487042699,1037.3649031661992,98.1485336325868
constant,0,0,true,poisson_separate,g07_o1,7,False,True,-584.5503487185854,-2.2006984119195394,892.1272987083698,97.1170454823123
constant,0,0,true,poisson_separate,g17_o1,17,False,True,-245.64964551472346,-0.6977024790959079,162.93071748187754,94.11105361662413
constant,0,0,true,poisson_separate,g06_o1,6,False,True,-585.481138995031,-1.0149557645935994,871.7157083694813,94.74556018765911
constant,0,0,true,poisson_separate,g22_o1,22,False,True,-226.78677006702833,44.88432286831785,131.70858756820576,2.9470029218294727
constant,0,0,true,poisson_separate,g16_o1,16,False,True,-245.49444374820098,0.21819338515216963,175.11740656583643,92.27926188817348
constant,0,0,true,poisson_separate,g02_o1,2,False,True,-583.7519598275368,-1.3769629550751015,832.9360242769715,95.46957456860852
constant,0,0,true,poisson_separate,g12_o1,12,False,True,-584.770223050366,-1.5399245826830972,880.0052668368642,95.79549782384507
constant,0,0,true,poisson_separate,g15_o2,15,False,False,-237.2857955115561,42.77953614551983,145.78247469541452,7.156576367400782
constant,0,0,true,poisson_separate,g21_o2,21,False,True,-585.9387384409222,-0.9435345083724789,890.4056532578859,94.6027176752205
constant,0,0,true,poisson_separate,g09_o1,9,False,False,-247.77426251444757,-5.682469519127063,175.42108330071582,104.08058769653377
constant,0,0,true,poisson_separate,g19_o1,19,False,True,-244.1812746412594,-0.9871715789608408,161.99847435274145,94.68999181640446
constant,0,0,true,poisson_separate,g08_o1,8,False,True,-584.899977289286,-0.6731830866207844,897.3924024357119,94.06201483171259
constant,0,0,true,poisson_separate,g18_o1,18,False,True,-584.2218349578523,-2.959212396835239,941.5285351758432,98.6340734521271
constant,0,0,true,poisson_separate,g16_o2,16,False,False,-245.10641903393955,0.36156882938892176,170.239531157115,91.9925109997098
constant,0,0,true,poisson_separate,g22_o2,22,False,False,-238.3160625524316,45.0490923383987,147.35250310691097,2.6174639816578393
constant,0,0,true,poisson_separate,g12_o2,12,False,False,-588.3960339062464,-2.718536508381681,897.1095506456361,98.1527216752416
constant,0,0,true,poisson_separate,g05_o1,5,False,True,-245.73328370969426,-2.8209399862895728,180.59973081982452,98.35752863126095
constant,0,0,true,poisson_separate,g21_o1,21,False,False,-585.1572025396049,-2.5335923721747693,886.0542409110606,97.78283340280329
constant,0,0,true,poisson_separate,g09_o2,9,False,True,-246.44906080108058,-2.0498382443708403,179.99846582183088,96.8153251472135
constant,0,0,true,poisson_separate,g15_o1,15,False,True,-227.979449230367,44.39016094918397,129.66780832317784,3.9353267600670327
constant,0,0,true,poisson_separate,g01_o1,1,False,True,-246.14026065830893,-1.1354715999139453,179.28942611333326,94.98659185829061
constant,0,0,true,poisson_separate,g11_o1,11,False,True,-246.65317977847826,43.792721869125344,171.56973886125573,5.130204920250149
constant,0,0,true,poisson_separate,g10_o1,10,False,True,-247.45718719932069,44.16148293376564,174.57968954131974,4.392682790902867
constant,0,0,true,poisson_separate,g04_o1,4,False,True,-245.71060231774644,-2.4724130510859124,175.72909127758604,97.6604747606273
constant,0,0,true,poisson_separate,g20_o1,20,False,True,-585.5711051213955,-1.4118665556305834,903.8402189203741,95.53938176975268
constant,0,0,true,poisson_separate,g08_o2,8,False,False,-588.2158267104371,-0.3761322971220002,913.6513607095635,93.46791325273644
constant,0,0,true,poisson_separate,g14_o1,14,False,True,-583.1934325290968,-2.5036008941038506,871.3686652992118,97.72285044664451
constant,0,0,hapibd,poisson_shared,g03_o1,3,False,True,-1092.0441636642993,-173.43619031337528,180967.2067516283,439.5880292851909
constant,0,0,hapibd,poisson_shared,g13_o1,13,False,True,-732.7866349644316,7.343394537284942,26380.39863226477,78.02885958391899
constant,0,0,hapibd,poisson_shared,g07_o1,7,False,True,-620.1503367157773,-107.93614856297869,964.0050383702253,308.58794578477597
constant,0,0,hapibd,poisson_shared,g17_o1,17,False,True,-300.1650064544837,-110.43767046437974,289.53086801596584,313.59098958681835
constant,0,0,hapibd,poisson_shared,g06_o1,6,False,True,-621.6083612432847,-113.91637941395919,923.4692168848327,320.54840748654743
constant,0,0,hapibd,poisson_shared,g22_o1,22,False,True,-228.98999314228104,45.286467405701465,136.79952083248992,2.1427138470502687
constant,0,0,hapibd,poisson_shared,g16_o1,16,False,True,-306.1014006782379,-102.68031682371085,291.2961174916207,298.07628230576296
constant,0,0,hapibd,poisson_shared,g02_o1,2,False,True,-1106.1740977489403,-189.17699861651238,87565.24254980379,471.0696458913643
constant,0,0,hapibd,poisson_shared,g12_o1,12,False,True,-1038.704732143523,-122.57536527477788,705892.1415480047,337.86637920825524
constant,0,0,hapibd,poisson_shared,g15_o2,15,False,False,-238.60146717932244,45.04784776486983,151.7507664366895,2.619953128726732
constant,0,0,hapibd,poisson_shared,g21_o2,21,False,True,-594.1716541840797,-84.58327920668742,1391.9101812502763,261.8822070720027
constant,0,0,hapibd,poisson_shared,g09_o1,9,False,True,-275.2799420797039,-41.18021625934537,286.89570790941957,175.07608117725613
constant,0,0,hapibd,poisson_shared,g19_o1,19,False,True,-298.11654012246754,-106.05430873922388,272.1378416086711,304.8242661369938
constant,0,0,hapibd,poisson_shared,g08_o1,8,False,True,-978.2044133448208,-22.061642225180005,1365.8568195352166,136.83893310889047
constant,0,0,hapibd,poisson_shared,g18_o1,18,False,True,-584.2445527396153,-108.76334987603587,947.264052969982,310.2423484104427
constant,0,0,hapibd,poisson_shared,g16_o2,16,False,False,-309.16144123228054,-99.5254416019167,301.2465058021786,291.76653186248984
constant,0,0,hapibd,poisson_shared,g22_o2,22,False,False,-236.91835081068086,43.84377275543646,149.24517307342308,5.028103147623565
constant,0,0,hapibd,poisson_shared,g12_o2,12,False,False,-1094.042563136621,-64.28246127961813,1625.8149456151427,221.28057121777104
constant,0,0,hapibd,poisson_shared,g05_o1,5,False,True,-356.2617087447845,-76.38419479374758,590.2159461800595,245.48403824609272
constant,0,0,hapibd,poisson_shared,g21_o1,21,False,False,-586.6763695709616,-81.37811987150867,771.4883173703207,255.47188840128698
constant,0,0,hapibd,poisson_shared,g09_o2,9,False,False,-303.2673593770795,-52.61687211843363,450.25932051296775,197.9493928956474
constant,0,0,hapibd,poisson_shared,g15_o1,15,False,True,-226.5946000514513,44.53065295284337,125.85339596906664,3.6543427527726795
constant,0,0,hapibd,poisson_shared,g01_o1,1,False,True,-329.8969614742285,-100.22220133637154,510.42538295597467,293.1600513315372
constant,0,0,hapibd,poisson_shared,g11_o1,11,False,True,-285.1114424573572,41.36200915616213,502.7004753119585,9.991630346132528
constant,0,0,hapibd,poisson_shared,g10_o1,10,False,True,-270.57587648271226,37.667760033650275,317.746835787006,17.380128591114495
constant,0,0,hapibd,poisson_shared,g04_o1,4,False,True,-269.2329047206748,-42.826016057445315,249.01507045293283,178.3676807731245
constant,0,0,hapibd,poisson_shared,g20_o1,20,False,True,-728.6084342217263,-123.5219271151714,8827.11574436357,339.7595028892576
constant,0,0,hapibd,poisson_shared,g08_o2,8,False,False,-1089.6324370071784,-175.67832322680692,83679.965186466,444.0722951123448
constant,0,0,hapibd,poisson_shared,g14_o1,14,False,True,-729.8819611962367,8.99623497348221,19656.34235888366,74.72317871151019
constant,0,0,hapibd,poisson_separate,g03_o1,3,False,True,-525.0630585378274,-0.45153809626900815,805.7523275695726,93.61872485100133
constant,0,0,hapibd,poisson_separate,g13_o1,13,False,True,-525.8916867326789,-3.0991963579832587,778.6614015021003,98.91404137451883
constant,0,0,hapibd,poisson_separate,g07_o1,7,False,True,-527.2748562109554,-3.0460933550740745,883.0423784246323,98.8078353685883
constant,0,0,hapibd,poisson_separate,g17_o1,17,False,True,-247.62393060094257,-1.5760212254830555,173.52161145712373,95.86769110945009
constant,0,0,hapibd,poisson_separate,g06_o1,6,False,True,-531.0556365107429,-3.8097870228283774,813.3892704839359,100.3352227038447
constant,0,0,hapibd,poisson_separate,g22_o1,22,False,True,-227.89810513383495,44.292827637602244,127.55910256249012,4.129993383259078
constant,0,0,hapibd,poisson_separate,g16_o1,16,False,False,-249.73408617936173,-1.5320560234142537,172.01424928589947,95.77976070529567
constant,0,0,hapibd,poisson_separate,g02_o1,2,False,True,-527.0463276707799,-1.945034568946506,788.3656794867316,96.60571779635272
constant,0,0,hapibd,poisson_separate,g12_o1,12,False,True,-526.652270989076,-2.992146468960472,780.7396688451298,98.69994159632273
constant,0,0,hapibd,poisson_separate,g15_o2,15,False,False,-237.93183473214194,44.698780784933845,155.6404741002361,3.3180870886229243
constant,0,0,hapibd,poisson_separate,g21_o2,21,False,True,-528.7947642477535,-3.1414019106257784,827.4897962127504,98.99845247968305
constant,0,0,hapibd,poisson_separate,g09_o1,9,False,False,-249.7877106316157,-1.5592839473917488,177.76314876765463,95.83421655324189
constant,0,0,hapibd,poisson_separate,g19_o1,19,False,True,-245.48894582132087,0.16077045842521095,152.49828344933798,92.39410774162798
constant,0,0,hapibd,poisson_separate,g08_o1,8,False,True,-524.7281942234196,-1.2742506319111842,793.6510931043705,95.26414992229795
constant,0,0,hapibd,poisson_separate,g18_o1,18,False,True,-530.6388394739049,-3.6157976289085507,808.6148510855579,99.94724391618401
constant,0,0,hapibd,poisson_separate,g16_o2,16,False,True,-249.16659505729288,-1.2028702730204057,177.6017662328461,95.12138920450462
constant,0,0,hapibd,poisson_separate,g22_o2,22,False,False,-238.4611104459183,44.82627001689245,152.41296354825053,3.0631086247473944
constant,0,0,hapibd,poisson_separate,g12_o2,12,False,False,-540.3925947351611,-4.831872544815431,884.4849862425679,102.37939374787774
constant,0,0,hapibd,poisson_separate,g05_o1,5,False,True,-248.38193713430533,-2.1217607394863993,178.91865846448172,96.95917013744345
constant,0,0,hapibd,poisson_separate,g21_o1,21,False,False,-527.2241438379644,-1.6900172358650287,812.0354658177166,96.09568313013474
constant,0,0,hapibd,poisson_separate,g09_o2,9,False,True,-250.02743312853252,-1.6919812625967658,172.52313154646276,96.09961118367323
constant,0,0,hapibd,poisson_separate,g15_o1,15,False,True,-227.5912080366112,44.851215157831874,131.78145707655443,3.0132183427880297
constant,0,0,hapibd,poisson_separate,g01_o1,1,False,True,-248.96139707228653,-0.5388874130499494,186.66319734442072,93.79342348453119
constant,0,0,hapibd,poisson_separate,g11_o1,11,False,True,-250.15983108615234,45.160338985264616,179.5475417772534,2.3949706879400403
constant,0,0,hapibd,poisson_separate,g10_o1,10,False,True,-249.2103580718625,43.279370248812434,169.0717059703671,6.156908160831762
constant,0,0,hapibd,poisson_separate,g04_o1,4,False,True,-249.73838000945466,-1.5696065989951404,172.48353411277006,95.8548618564656
constant,0,0,hapibd,poisson_separate,g20_o1,20,False,True,-528.1959050179988,-1.380572977527931,810.8988629251573,95.47679461352399
constant,0,0,hapibd,poisson_separate,g08_o2,8,False,False,-529.3139149020558,-1.01031233331923,782.014928642965,94.73627332508391
constant,0,0,hapibd,poisson_separate,g14_o1,14,False,True,-528.1717756160879,-1.2868951214644984,790.8291135179009,95.28943890139986
constant,0,1,true,poisson_shared,g03_o1,3,False,True,-1185.3444870758672,-195.96610251651484,24801.245989945266,484.9705848131799
constant,0,1,true,poisson_shared,g13_o1,13,False,True,-843.7219367336147,-0.19222655024157353,8444.929040021052,93.42283288085267
constant,0,1,true,poisson_shared,g07_o1,7,False,True,-718.9138296439469,-118.99856735999208,1158.2887286774069,331.0355145001213
constant,0,1,true,poisson_shared,g17_o1,17,False,True,-303.5747692414621,-109.9998596691758,283.7620029792285,313.0380991192121
constant,0,1,true,poisson_shared,g06_o1,6,False,True,-731.3031575405828,-117.4365389577741,1081.6528052767399,327.9114576955508
constant,0,1,true,poisson_shared,g22_o1,22,False,True,-230.98252703041902,45.34473705405593,139.00287745823277,2.3489056721542774
constant,0,1,true,poisson_shared,g16_o1,16,False,False,-297.40311420559857,-114.69328482059792,286.3482342573305,322.42494942179553
constant,0,1,true,poisson_shared,g02_o1,2,False,True,-1179.802772825212,-229.090538499019,18493.78000672529,551.2194567781556
constant,0,1,true,poisson_shared,g12_o1,12,False,True,-1132.5839888529047,-151.90006618609874,60579.33529884014,396.8385121530614
constant,0,1,true,poisson_shared,g15_o2,15,False,False,-253.87210121213462,44.30305810446225,184.31208233677972,4.432263571427925
constant,0,1,true,poisson_shared,g21_o2,21,False,True,-681.1619100710592,-104.84638354576296,1333.4763898150925,302.73114687145545
constant,0,1,true,poisson_shared,g09_o1,9,False,True,-274.4131572302383,-52.506700374456834,318.1031770864095,198.05178052924413
constant,0,1,true,poisson_shared,g19_o1,19,False,True,-305.78677535793213,-109.08040563114068,291.07296175724383,311.19919104267564
constant,0,1,true,poisson_shared,g08_o1,8,False,False,-1190.2620755670393,-196.45259183033858,23225.570446812802,485.94356344150486
constant,0,1,true,poisson_shared,g18_o1,18,False,True,-675.704600122255,-122.50530618352407,1099.4333144343398,338.0489921473545
constant,0,1,true,poisson_shared,g16_o2,16,False,True,-302.54697828561444,-109.11038489867846,293.662917227019,311.2591495775124
constant,0,1,true,poisson_shared,g22_o2,22,False,False,-254.02780037220467,46.11416755518147,186.68222102543152,0.8100446699768896
constant,0,1,true,poisson_shared,g12_o2,12,False,False,-1201.3387069180067,-209.02052561441226,29133.950580561606,511.07943100889213
constant,0,1,true,poisson_shared,g05_o1,5,False,True,-273.161708928459,-54.471169667664576,337.29156614309795,201.98071911593976
constant,0,1,true,poisson_shared,g21_o1,21,False,False,-711.7874103121396,-118.52311650529629,1108.7566889580628,330.0846127910153
constant,0,1,true,poisson_shared,g09_o2,9,False,False,-292.5180786464016,-59.81671441519257,375.2688695696209,212.67180861093863
constant,0,1,true,poisson_shared,g15_o1,15,False,True,-231.47346597167075,45.75305712489596,134.43527950096086,1.5322655305845179
constant,0,1,true,poisson_shared,g01_o1,1,False,True,-320.4717556643599,-106.84460355262841,527.9640964305397,306.72758688572105
constant,0,1,true,poisson_shared,g11_o1,11,False,True,-259.1025286382295,38.9555187626641,483.17699914377476,15.127342255062215
constant,0,1,true,poisson_shared,g10_o1,10,False,True,-257.3006435247961,37.507361566924374,391.33533035698997,18.0236566465327
constant,0,1,true,poisson_shared,g04_o1,4,False,True,-285.87190898122003,-64.93858980233266,281.5147702106868,222.91555938525738
constant,0,1,true,poisson_shared,g20_o1,20,False,True,-707.8134920248917,-109.91221663278023,1171.586334976652,312.8628130455781
constant,0,1,true,poisson_shared,g08_o2,8,False,True,-1085.5972362588868,-12.75576246282483,1506.2797608286298,118.54990470613708
constant,0,1,true,poisson_shared,g14_o1,14,False,True,-840.3048662562687,-1.3225147924270344,7925.371574922655,95.68340936523025
constant,0,1,true,poisson_separate,g03_o1,3,False,True,-617.0915633550748,-14.836613968462519,966.8140127604773,122.71160771741987
constant,0,1,true,poisson_separate,g13_o1,13,False,True,-619.0419483977778,-14.133174789523725,924.2254272351386,121.30472935970303
constant,0,1,true,poisson_separate,g07_o1,7,False,True,-622.5602282119784,-15.066023342856536,1020.9341132936393,123.17042646588868
constant,0,1,true,poisson_separate,g17_o1,17,False,True,-244.00360761002537,-14.49624408705937,161.74648563465166,122.03086795449678
constant,0,1,true,poisson_separate,g06_o1,6,False,True,-622.895494001606,-16.316919064169394,975.0497980609447,125.67221790886339
constant,0,1,true,poisson_separate,g22_o1,22,False,True,-231.33174597656188,44.555566751613014,139.328422116921,3.927246277187903
constant,0,1,true,poisson_separate,g16_o1,16,False,False,-244.59924472262213,-13.967779265899514,173.88676080977808,120.97393831215928
constant,0,1,true,poisson_separate,g02_o1,2,False,True,-618.352501894411,-14.370732686373131,922.3173606663602,121.77984515311269
constant,0,1,true,poisson_separate,g12_o1,12,False,False,-619.292779800732,-15.172657130969554,963.4733188907148,123.38369404228665
constant,0,1,true,poisson_separate,g15_o2,15,False,False,-254.8196990220278,46.02741149786837,186.2535657918693,0.9835567845550214
constant,0,1,true,poisson_separate,g21_o2,21,False,True,-622.1910892042375,-15.63833567546658,991.3192602777821,124.31505113118189
constant,0,1,true,poisson_separate,g09_o1,9,False,False,-250.16238039848713,-12.405100242792887,198.0478225216114,117.84858026595967
constant,0,1,true,poisson_separate,g19_o1,19,False,True,-241.9963253866079,-14.479090595472822,154.66383039132637,121.99656097112586
constant,0,1,true,poisson_separate,g08_o1,8,False,False,-616.2289714250101,-13.74295622490544,892.8716151589524,120.5242922299389
constant,0,1,true,poisson_separate,g18_o1,18,False,True,-624.4874829206098,-15.630515124480013,911.1889415537391,124.29941002929999
constant,0,1,true,poisson_separate,g16_o2,16,False,True,-243.46703319683937,-13.845942986292133,167.03326501870484,120.7302657529894
constant,0,1,true,poisson_separate,g22_o2,22,False,False,-249.9122798802361,45.57494543416403,167.23273668635846,1.8884889120866
constant,0,1,true,poisson_separate,g12_o2,12,False,True,-623.6082192449965,-15.176019221555551,978.3983764355066,123.39041822365718
constant,0,1,true,poisson_separate,g05_o1,5,False,True,-248.1689404355925,-13.977162677421978,183.30172595813133,120.99270513536204
constant,0,1,true,poisson_separate,g21_o1,21,False,False,-623.3566157148971,-13.437959579164122,1028.571352877264,119.91429893868602
constant,0,1,true,poisson_separate,g09_o2,9,False,True,-246.31708968705965,-17.97763568206387,182.89926361718693,128.9936511446595
constant,0,1,true,poisson_separate,g15_o1,15,False,True,-231.55416381445178,44.78865316179697,138.83133788276956,3.461073456745103
constant,0,1,true,poisson_separate,g01_o1,1,False,True,-245.2191237229354,-13.975780014615365,176.28256424847228,120.98993980948765
constant,0,1,true,poisson_separate,g11_o1,11,False,True,-243.29073846435108,43.80604013727124,179.18751452861864,5.426299505833074
constant,0,1,true,poisson_separate,g10_o1,10,False,True,-242.75703046845473,44.541946605740264,176.7184307138061,3.9544865688246595
constant,0,1,true,poisson_separate,g04_o1,4,False,True,-248.54620022138906,-12.730953431637301,179.1057519264245,118.50028664368281
constant,0,1,true,poisson_separate,g20_o1,20,False,True,-623.8559892135589,-14.437912327840813,1074.6979607292224,121.91420443589134
constant,0,1,true,poisson_separate,g08_o2,8,False,True,-621.8189452763726,-13.190849336664147,972.1115534313253,119.42007845378582
constant,0,1,true,poisson_separate,g14_o1,14,False,True,-621.7378837383308,-15.421640176961784,921.2622777481098,123.88166013444948
constant,0,1,hapibd,poisson_shared,g03_o1,3,False,True,-1119.8024654258609,-194.09839735291715,30043.99551285817,481.23517448583084
constant,0,1,hapibd,poisson_shared,g13_o1,13,False,True,-779.0786437468348,10.405719313138828,9264.98502932165,72.22694115411096
constant,0,1,hapibd,poisson_shared,g07_o1,7,False,True,-768.624388223402,-125.50592567876464,4876.919410229047,344.0502311383999
constant,0,1,hapibd,poisson_shared,g17_o1,17,False,True,-305.5662746394919,-121.792860354142,285.95517013719075,336.62410048844595
constant,0,1,hapibd,poisson_shared,g06_o1,6,False,True,-772.6329912007069,-132.99628845290658,4736.694718186968,359.0309566861855
constant,0,1,hapibd,poisson_shared,g22_o1,22,False,True,-230.45506846365382,44.99730805593458,146.10204336843407,3.043763668481072
constant,0,1,hapibd,poisson_shared,g16_o1,16,False,True,-302.79095488127916,-120.68360876249693,273.15957728235935,334.4055973050037
constant,0,1,hapibd,poisson_shared,g02_o1,2,False,True,-1128.7716468287701,-213.31869907141046,23769.10774167066,519.6757779235879
constant,0,1,hapibd,poisson_shared,g12_o1,12,False,True,-1063.0620325689365,-150.90618483330402,94617.96728609226,394.8507494467831
constant,0,1,hapibd,poisson_shared,g15_o2,15,False,False,-252.91972461728736,44.4402923708532,182.00641361334675,4.157795038635115
constant,0,1,hapibd,poisson_shared,g21_o2,21,False,True,-630.369320127071,-103.94897040589447,1256.4032155998693,300.93632059212905
constant,0,1,hapibd,poisson_shared,g09_o1,9,False,True,-268.9822570863837,-55.467107898618416,274.1892271188622,203.9725955776323
constant,0,1,hapibd,poisson_shared,g19_o1,19,False,True,-310.3592799270182,-111.71741677734538,309.02999948922684,316.47321333555885
constant,0,1,hapibd,poisson_shared,g08_o1,8,False,False,-1109.732461468623,-172.71114125950476,36420.54183297024,438.4606622994133
constant,0,1,hapibd,poisson_shared,g18_o1,18,False,True,-612.6832352948643,-131.81983392401432,976.6836278869224,356.6780476280403
constant,0,1,hapibd,poisson_shared,g16_o2,16,False,False,-297.4877637371871,-126.4521030620834,276.4366490547934,345.9425859049666
constant,0,1,hapibd,poisson_shared,g22_o2,22,False,False,-254.26997122528175,44.77015504878739,186.93708279862886,3.498069682796838
constant,0,1,hapibd,poisson_shared,g12_o2,12,False,False,-1176.8912454150882,-77.00780297713024,3001.0461206060518,247.05398573428513
constant,0,1,hapibd,poisson_shared,g05_o1,5,False,True,-290.73807358221586,-59.386279756864134,401.79529095363284,211.81093929381916
constant,0,1,hapibd,poisson_shared,g21_o1,21,False,False,-768.3856405816204,-124.23895148909625,4442.436402671841,341.5162827582392
constant,0,1,hapibd,poisson_shared,g09_o2,9,False,False,-294.7596222781906,-58.99479238455285,363.1520564407399,211.0279645493498
constant,0,1,hapibd,poisson_shared,g15_o1,15,False,True,-229.2596253079889,44.9793484300196,139.17788237096494,3.079682920307044
constant,0,1,hapibd,poisson_shared,g01_o1,1,False,True,-328.12212827810623,-111.29835080371535,541.3103766724055,315.6350813881022
constant,0,1,hapibd,poisson_shared,g11_o1,11,False,True,-265.73853310149485,39.997702045280946,440.47365681326585,13.042975689790872
constant,0,1,hapibd,poisson_shared,g10_o1,10,False,True,-260.0250289542481,39.37335157469478,385.49919684434633,14.29167663095464
constant,0,1,hapibd,poisson_shared,g04_o1,4,False,True,-289.0433046985942,-58.721676347460956,275.5424019134621,210.48173247522385
constant,0,1,hapibd,poisson_shared,g20_o1,20,False,True,-776.056288280276,-126.66540532783847,4900.528262009577,346.36919043616143
constant,0,1,hapibd,poisson_shared,g08_o2,8,False,True,-1021.4920325584491,-13.32106453608006,1391.1611529716865,119.68050885235967
constant,0,1,hapibd,poisson_shared,g14_o1,14,False,True,-775.2614280376285,6.184931821911634,9169.898347998285,80.66851613652913
constant,0,1,hapibd,poisson_separate,g03_o1,3,False,True,-555.080007975284,-13.87079343510884,815.728877323522,120.77996665066178
constant,0,1,hapibd,poisson_separate,g13_o1,13,False,True,-554.3123021267858,-12.435378518527596,858.6462467645911,117.90913681742678
constant,0,1,hapibd,poisson_separate,g07_o1,7,False,True,-558.7252246809007,-16.8562255393267,783.8365604964935,126.75083085924327
constant,0,1,hapibd,poisson_separate,g17_o1,17,False,True,-244.71792305710852,-15.402113202731124,171.04400126721902,123.8426061853029
constant,0,1,hapibd,poisson_separate,g06_o1,6,False,True,-558.4829210207685,-14.140230081972451,863.6080893084778,121.3188399442979
constant,0,1,hapibd,poisson_separate,g22_o1,22,False,True,-233.0119469096806,43.494604687877704,142.10587980523508,6.049170404579055
constant,0,1,hapibd,poisson_separate,g16_o1,16,False,False,-243.76551671416803,-14.417267618333579,171.11062382612852,121.87291501672567
constant,0,1,hapibd,poisson_separate,g02_o1,2,False,True,-555.1784532023082,-17.358855398987004,877.84236621419,127.75609057798454
constant,0,1,hapibd,poisson_separate,g12_o1,12,False,False,-554.7268163303793,-15.900163414241906,825.205909584282,124.83870660895435
constant,0,1,hapibd,poisson_separate,g15_o2,15,False,True,-253.3130275316002,46.1445019524586,187.2214732889297,0.7493758754874635
constant,0,1,hapibd,poisson_separate,g21_o2,21,False,True,-560.1061101418642,-14.564167124458903,860.0260449252764,122.16671402939355
constant,0,1,hapibd,poisson_separate,g09_o1,9,False,True,-243.97440497091415,-12.808532819356161,171.3792027953874,118.65544541916617
constant,0,1,hapibd,poisson_separate,g19_o1,19,False,True,-240.17781343329608,-16.021793189848854,151.1420324088082,125.08196616015239
constant,0,1,hapibd,poisson_separate,g08_o1,8,False,True,-555.4385912826524,-13.219200083013908,812.5393642123461,119.4767799466191
constant,0,1,hapibd,poisson_separate,g18_o1,18,False,True,-559.6195681242015,-14.693941045840699,884.4476359013839,122.42626187191453
constant,0,1,hapibd,poisson_separate,g16_o2,16,False,True,-239.4889639224877,-14.599959073869922,158.89362678921356,122.23829792787049
constant,0,1,hapibd,poisson_separate,g22_o2,22,False,False,-251.84528163815673,45.03628210869758,177.27918802414518,2.9658155629791327
constant,0,1,hapibd,poisson_separate,g12_o2,12,False,True,-565.0291094101306,-15.299380740499087,913.3405266406144,123.63714126148875
constant,0,1,hapibd,poisson_separate,g05_o1,5,False,True,-243.10035846410761,-13.177379348529634,171.77688593397545,119.39313847766317
constant,0,1,hapibd,poisson_separate,g21_o1,21,False,False,-559.9585482025064,-13.133469146664426,906.5045010616655,119.30531807343503
constant,0,1,hapibd,poisson_separate,g09_o2,9,False,False,-243.1492944604161,-13.044531156533079,178.06446880566992,119.1274420930952
constant,0,1,hapibd,poisson_separate,g15_o1,15,False,False,-230.17186639378906,45.42608633131106,138.3068857284456,2.1862071177047664
constant,0,1,hapibd,poisson_separate,g01_o1,1,False,True,-242.51702322396181,-13.675085810649895,174.51457486028525,120.38855140167936
constant,0,1,hapibd,poisson_separate,g11_o1,11,False,True,-244.63541656667132,43.66916841646251,172.6504135159911,5.7000429474193055
constant,0,1,hapibd,poisson_separate,g10_o1,10,False,True,-241.32985949372573,43.900694624425114,167.22922148273716,5.236990531460692
constant,0,1,hapibd,poisson_separate,g04_o1,4,False,True,-244.6178073282821,-12.755556101216017,167.38143001422796,118.5494919828335
constant,0,1,hapibd,poisson_separate,g20_o1,20,False,True,-556.821075535642,-15.050485393392597,845.998226887335,123.1393505670003
constant,0,1,hapibd,poisson_separate,g08_o2,8,False,False,-560.0398276666579,-13.18686854873458,823.3780822606251,119.41211687771379
constant,0,1,hapibd,poisson_separate,g14_o1,14,False,True,-558.504582366079,-15.035842829006459,855.8130622726621,123.11006543851647
constant,0,2,true,poisson_shared,g03_o1,3,False,True,-1206.913842477768,-182.13630941128412,44392.354646586246,457.23717685611604
constant,0,2,true,poisson_shared,g13_o1,13,False,True,-836.8722197517142,4.947984790737671,10554.223903428647,83.0685884518878
constant,0,2,true,poisson_shared,g07_o1,7,False,True,-837.4474776746824,-108.44666766844429,5587.835765466615,309.8578933707895
constant,0,2,true,poisson_shared,g17_o1,17,False,True,-314.4111025571349,-62.32494139880011,335.872520995013,217.61444083081594
constant,0,2,true,poisson_shared,g06_o1,6,False,True,-721.95872841877,-105.92554160882179,1100.2860461551172,304.81564125118035
constant,0,2,true,poisson_shared,g22_o1,22,False,True,-235.922632353084,43.876199911919606,151.24476683132076,5.212158209501421
