scenario,pool,replicate,source,variant,candidate,graph,reliable,parameter,mean,lower,upper,truth,error
growth,0,1,true,poisson_separate,g15_o1,15,False,right,121.19396033495737,113.35911310549457,126.07873364796876,100,21.193960334957367
growth,0,1,true,poisson_separate,g15_o1,15,False,root,284.16534792634496,262.6230412362364,296.444205145172,300,-15.834652073655036
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,loop_open,6.7279743988858485,5.33505731425845,11.769230360329722,10,-3.2720256011141515
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,loop_major_fraction,0.6152686457382293,0.517505837009896,0.6694062287933262,0.75,-0.13473135426177074
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,loop_close,18.66130698606093,16.946211564639874,21.439004353429045,25,-6.338693013939071
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,b_split,35.46042533917118,32.992485489101895,40.86405693719126,30,5.460425339171181
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,b_fraction,0.7270750507083611,0.7086194748904386,0.7357327670235474,0.75,-0.022924949291638907
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,left,57.06197810970322,51.69432225143849,59.62237508387128,50,7.061978109703219
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,right,137.46223395713403,116.61148834801547,146.65535491674046,100,37.46223395713403
growth,0,1,hapibd,poisson_shared,g22_o1,22,False,root,265.49504945099494,255.18669590255575,336.4382346012172,300,-34.50495054900506
growth,0,1,hapibd,poisson_shared,g15_o2,15,False,b_split,34.423447344792194,29.526097769806757,38.02623718901905,30,4.423447344792194
growth,0,1,hapibd,poisson_shared,g15_o2,15,False,b_fraction,0.7712031632301986,0.7395383092779494,0.7854955178754561,0.75,0.021203163230198552
growth,0,1,hapibd,poisson_shared,g15_o2,15,False,right,67.20099671298289,62.10966889659529,70.39390906401604,100,-32.799003287017115
